chromosome	source	feature	start	end	length	multiplicity	multovl.union.gff	multovl.strict.gff	sum	code	id
chr5	multovl	overlap	34528780	34530444	1665	2	1	1	2	XX	chr5_34528780_34530444
chr5	multovl	overlap	34530562	34531775	1214	2	1	1	2	XX	chr5_34530562_34531775
chr5	multovl	overlap	34677888	34681187	3300	2	1	1	2	XX	chr5_34677888_34681187
chr5	multovl	overlap	34711559	34712476	918	2	1	1	2	XX	chr5_34711559_34712476
chr5	multovl	overlap	34712953	34714234	1282	2	1	1	2	XX	chr5_34712953_34714234
chr5	multovl	overlap	34855187	34856863	1677	2	1	1	2	XX	chr5_34855187_34856863
chr5	multovl	overlap	34868248	34869192	945	2	1	1	2	XX	chr5_34868248_34869192
chr5	multovl	overlap	34891907	34893578	1672	2	1	1	2	XX	chr5_34891907_34893578
chr5	multovl	overlap	34915493	34917630	2138	2	1	1	2	XX	chr5_34915493_34917630
chr5	multovl	overlap	34978518	34980341	1824	2	1	1	2	XX	chr5_34978518_34980341
chr5	multovl	overlap	35001380	35002927	1548	2	1	1	2	XX	chr5_35001380_35002927
chr5	multovl	overlap	35002977	35004257	1281	2	1	1	2	XX	chr5_35002977_35004257
chr5	multovl	overlap	35103262	35105656	2395	2	1	1	2	XX	chr5_35103262_35105656
chr5	multovl	overlap	35290969	35293148	2180	2	1	2	3	XX	chr5_35290969_35293148
chr5	multovl	overlap	35332116	35333264	1149	2	1	1	2	XX	chr5_35332116_35333264
chr5	multovl	overlap	35447413	35448810	1398	2	1	1	2	XX	chr5_35447413_35448810
chr5	multovl	overlap	35916365	35918498	2134	2	1	1	2	XX	chr5_35916365_35918498
chr5	multovl	overlap	35925633	35926890	1258	2	1	1	2	XX	chr5_35925633_35926890
chr5	multovl	overlap	36235908	36237674	1767	2	1	1	2	XX	chr5_36235908_36237674
chr5	multovl	overlap	36806914	36809138	2225	2	1	1	2	XX	chr5_36806914_36809138
chr5	multovl	overlap	36825462	36826856	1395	2	1	1	2	XX	chr5_36825462_36826856
chr5	multovl	overlap	36827139	36827817	679	2	1	1	2	XX	chr5_36827139_36827817
chr5	multovl	overlap	36872126	36873519	1394	2	1	1	2	XX	chr5_36872126_36873519
chr5	multovl	overlap	36923722	36925619	1898	2	1	1	2	XX	chr5_36923722_36925619
chr5	multovl	overlap	37085366	37087202	1837	2	1	1	2	XX	chr5_37085366_37087202
chr5	multovl	overlap	37092130	37093156	1027	2	1	1	2	XX	chr5_37092130_37093156
chr5	multovl	overlap	37114801	37115885	1085	2	1	1	2	XX	chr5_37114801_37115885
chr5	multovl	overlap	37137708	37140671	2964	2	1	1	2	XX	chr5_37137708_37140671
chr5	multovl	overlap	37186647	37189663	3017	2	1	1	2	XX	chr5_37186647_37189663
chr5	multovl	overlap	37220067	37222507	2441	2	1	1	2	XX	chr5_37220067_37222507
chr5	multovl	overlap	37379310	37381241	1932	2	1	1	2	XX	chr5_37379310_37381241
chr5	multovl	overlap	37727091	37729061	1971	2	1	1	2	XX	chr5_37727091_37729061
chr5	multovl	overlap	37729387	37730849	1463	2	1	1	2	XX	chr5_37729387_37730849
chr5	multovl	overlap	38214280	38216434	2155	2	1	1	2	XX	chr5_38214280_38216434
chr5	multovl	overlap	38429593	38431688	2096	2	1	1	2	XX	chr5_38429593_38431688
chr5	multovl	overlap	38549463	38551516	2054	2	1	1	2	XX	chr5_38549463_38551516
chr5	multovl	overlap	38610546	38613023	2478	2	1	1	2	XX	chr5_38610546_38613023
chr5	multovl	overlap	38650850	38652605	1756	2	1	1	2	XX	chr5_38650850_38652605
chr5	multovl	overlap	38870760	38871881	1122	2	1	1	2	XX	chr5_38870760_38871881
chr5	multovl	overlap	38950946	38952952	2007	2	1	1	2	XX	chr5_38950946_38952952
chr5	multovl	overlap	38953104	38953856	753	2	1	1	2	XX	chr5_38953104_38953856
chr5	multovl	overlap	40035040	40036749	1710	2	1	1	2	XX	chr5_40035040_40036749
chr5	multovl	overlap	42097933	42100090	2158	2	1	1	2	XX	chr5_42097933_42100090
chr5	multovl	overlap	42233845	42236717	2873	2	1	2	3	XX	chr5_42233845_42236717
chr5	multovl	overlap	43623333	43625799	2467	2	1	2	3	XX	chr5_43623333_43625799
chr5	multovl	overlap	43625999	43627170	1172	2	1	1	2	XX	chr5_43625999_43627170
chr5	multovl	overlap	44052854	44054298	1445	2	1	1	2	XX	chr5_44052854_44054298
chr5	multovl	overlap	44171570	44173988	2419	2	1	1	2	XX	chr5_44171570_44173988
chr5	multovl	overlap	44616736	44617906	1171	2	1	1	2	XX	chr5_44616736_44617906
chr5	multovl	overlap	44617935	44619172	1238	2	1	1	2	XX	chr5_44617935_44619172
chr5	multovl	overlap	45840222	45841508	1287	2	1	1	2	XX	chr5_45840222_45841508
chr5	multovl	overlap	45884417	45885979	1563	2	1	1	2	XX	chr5_45884417_45885979
chr5	multovl	overlap	45910802	45912682	1881	2	1	1	2	XX	chr5_45910802_45912682
chr5	multovl	overlap	46059831	46062032	2202	2	1	1	2	XX	chr5_46059831_46062032
chr5	multovl	overlap	46246746	46248340	1595	2	1	1	2	XX	chr5_46246746_46248340
chr5	multovl	overlap	46248408	46249084	677	2	1	1	2	XX	chr5_46248408_46249084
chr5	multovl	overlap	48169857	48170880	1024	2	1	1	2	XX	chr5_48169857_48170880
chr5	multovl	overlap	48373524	48381016	7493	2	1	1	2	XX	chr5_48373524_48381016
chr5	multovl	overlap	48762887	48765225	2339	2	1	1	2	XX	chr5_48762887_48765225
chr5	multovl	overlap	50448371	50451162	2792	2	1	1	2	XX	chr5_50448371_50451162
chr5	multovl	overlap	51942767	51945424	2658	2	1	1	2	XX	chr5_51942767_51945424
chr5	multovl	overlap	52505141	52507659	2519	2	1	1	2	XX	chr5_52505141_52507659
chr5	multovl	overlap	52579588	52583994	4407	2	1	1	2	XX	chr5_52579588_52583994
chr5	multovl	overlap	53059656	53061674	2019	2	1	1	2	XX	chr5_53059656_53061674
chr5	multovl	overlap	53132448	53134986	2539	2	1	1	2	XX	chr5_53132448_53134986
chr5	multovl	overlap	53173531	53175450	1920	2	1	1	2	XX	chr5_53173531_53175450
chr5	multovl	overlap	53223812	53226970	3159	2	1	1	2	XX	chr5_53223812_53226970
chr5	multovl	overlap	53658327	53659076	750	2	1	1	2	XX	chr5_53658327_53659076
chr5	multovl	overlap	53900313	53901599	1287	2	1	1	2	XX	chr5_53900313_53901599
chr5	multovl	overlap	53955096	53956897	1802	2	1	1	2	XX	chr5_53955096_53956897
chr5	multovl	overlap	53979388	53985179	5792	2	1	3	4	XX	chr5_53979388_53985179
chr5	multovl	overlap	54200122	54201965	1844	2	1	1	2	XX	chr5_54200122_54201965
chr5	multovl	overlap	54388740	54392107	3368	2	1	1	2	XX	chr5_54388740_54392107
chr5	multovl	overlap	58105096	58118908	13813	2	1	2	3	XX	chr5_58105096_58118908
chr5	multovl	overlap	58148009	58148746	738	2	1	1	2	XX	chr5_58148009_58148746
chr5	multovl	overlap	58333323	58334492	1170	2	1	1	2	XX	chr5_58333323_58334492
chr5	multovl	overlap	59049897	59050750	854	2	1	1	2	XX	chr5_59049897_59050750
chr5	multovl	overlap	61903872	61904861	990	2	1	1	2	XX	chr5_61903872_61904861
chr5	multovl	overlap	63210862	63211394	533	2	1	1	2	XX	chr5_63210862_63211394
chr5	multovl	overlap	63740926	63741721	796	2	1	1	2	XX	chr5_63740926_63741721
chr5	multovl	overlap	64146297	64148004	1708	2	1	1	2	XX	chr5_64146297_64148004
chr5	multovl	overlap	64358430	64361454	3025	2	1	1	2	XX	chr5_64358430_64361454
chr5	multovl	overlap	64436324	64437519	1196	2	1	1	2	XX	chr5_64436324_64437519
chr5	multovl	overlap	64483457	64486400	2944	2	1	1	2	XX	chr5_64483457_64486400
chr5	multovl	overlap	64550725	64553226	2502	2	1	1	2	XX	chr5_64550725_64553226
chr5	multovl	overlap	64620578	64621547	970	2	1	1	2	XX	chr5_64620578_64621547
chr5	multovl	overlap	64621573	64622933	1361	2	1	1	2	XX	chr5_64621573_64622933
chr5	multovl	overlap	65094212	65096396	2185	2	1	1	2	XX	chr5_65094212_65096396
chr5	multovl	overlap	65194501	65198280	3780	2	1	1	2	XX	chr5_65194501_65198280
chr5	multovl	overlap	65203378	65205927	2550	2	1	1	2	XX	chr5_65203378_65205927
chr5	multovl	overlap	65266738	65268889	2152	2	1	1	2	XX	chr5_65266738_65268889
chr5	multovl	overlap	65360205	65364107	3903	2	1	1	2	XX	chr5_65360205_65364107
chr5	multovl	overlap	65497881	65500655	2775	2	1	1	2	XX	chr5_65497881_65500655
chr5	multovl	overlap	65589919	65590719	801	2	1	1	2	XX	chr5_65589919_65590719
chr5	multovl	overlap	65590878	65592013	1136	2	1	1	2	XX	chr5_65590878_65592013
chr5	multovl	overlap	65725897	65727661	1765	2	1	1	2	XX	chr5_65725897_65727661
chr5	multovl	overlap	65780855	65783807	2953	2	1	1	2	XX	chr5_65780855_65783807
chr5	multovl	overlap	65825126	65827154	2029	2	1	1	2	XX	chr5_65825126_65827154
chr5	multovl	overlap	65882540	65885125	2586	2	1	1	2	XX	chr5_65882540_65885125
chr5	multovl	overlap	65927441	65930646	3206	2	1	1	2	XX	chr5_65927441_65930646
chr5	multovl	overlap	66087366	66088974	1609	2	1	1	2	XX	chr5_66087366_66088974
chr5	multovl	overlap	66089446	66090590	1145	2	1	1	2	XX	chr5_66089446_66090590
chr5	multovl	overlap	66153889	66157206	3318	2	1	2	3	XX	chr5_66153889_66157206
chr5	multovl	overlap	66650603	66651702	1100	2	1	1	2	XX	chr5_66650603_66651702
chr5	multovl	overlap	66933683	66936290	2608	2	1	1	2	XX	chr5_66933683_66936290
chr5	multovl	overlap	67006483	67010826	4344	2	1	1	2	XX	chr5_67006483_67010826
chr5	multovl	overlap	67370385	67371676	1292	2	1	1	2	XX	chr5_67370385_67371676
chr5	multovl	overlap	67650909	67653804	2896	2	1	1	2	XX	chr5_67650909_67653804
chr5	multovl	overlap	67697097	67699832	2736	2	1	1	2	XX	chr5_67697097_67699832
chr5	multovl	overlap	67817243	67819896	2654	2	1	1	2	XX	chr5_67817243_67819896
chr5	multovl	overlap	69912872	69913858	987	2	1	1	2	XX	chr5_69912872_69913858
chr5	multovl	overlap	69947409	69949483	2075	2	1	1	2	XX	chr5_69947409_69949483
chr5	multovl	overlap	69982261	69984282	2022	2	1	1	2	XX	chr5_69982261_69984282
chr5	multovl	overlap	72557335	72559770	2436	2	1	1	2	XX	chr5_72557335_72559770
chr5	multovl	overlap	72593980	72595558	1579	2	1	1	2	XX	chr5_72593980_72595558
chr5	multovl	overlap	72949278	72951888	2611	2	1	1	2	XX	chr5_72949278_72951888
chr5	multovl	overlap	73038249	73040467	2219	2	1	1	2	XX	chr5_73038249_73040467
chr5	multovl	overlap	73258741	73260406	1666	2	1	1	2	XX	chr5_73258741_73260406
chr5	multovl	overlap	73296088	73297622	1535	2	1	1	2	XX	chr5_73296088_73297622
chr5	multovl	overlap	73304394	73308357	3964	2	1	1	2	XX	chr5_73304394_73308357
chr5	multovl	overlap	73644959	73649026	4068	2	1	3	4	XX	chr5_73644959_73649026
chr5	multovl	overlap	73683629	73685815	2187	2	1	1	2	XX	chr5_73683629_73685815
chr5	multovl	overlap	73728847	73730918	2072	2	1	1	2	XX	chr5_73728847_73730918
chr5	multovl	overlap	73880718	73882107	1390	2	1	1	2	XX	chr5_73880718_73882107
chr5	multovl	overlap	73882196	73884644	2449	2	1	1	2	XX	chr5_73882196_73884644
chr5	multovl	overlap	74273191	74274045	855	2	1	1	2	XX	chr5_74273191_74274045
chr5	multovl	overlap	74463162	74466387	3226	2	1	1	2	XX	chr5_74463162_74466387
chr5	multovl	overlap	74488223	74491389	3167	2	1	1	2	XX	chr5_74488223_74491389
chr5	multovl	overlap	74590376	74593210	2835	2	1	1	2	XX	chr5_74590376_74593210
chr5	multovl	overlap	74925931	74928628	2698	2	1	1	2	XX	chr5_74925931_74928628
chr5	multovl	overlap	74931043	74933550	2508	2	1	1	2	XX	chr5_74931043_74933550
chr5	multovl	overlap	75331212	75332630	1419	2	1	1	2	XX	chr5_75331212_75332630
chr5	multovl	overlap	75339389	75341388	2000	2	1	1	2	XX	chr5_75339389_75341388
chr5	multovl	overlap	75437498	75440702	3205	2	1	2	3	XX	chr5_75437498_75440702
chr5	multovl	overlap	75548196	75553457	5262	2	1	1	2	XX	chr5_75548196_75553457
chr5	multovl	overlap	75711414	75712920	1507	2	1	1	2	XX	chr5_75711414_75712920
chr5	multovl	overlap	76373906	76375298	1393	2	1	1	2	XX	chr5_76373906_76375298
chr5	multovl	overlap	76568499	76571186	2688	2	1	1	2	XX	chr5_76568499_76571186
chr5	multovl	overlap	76612053	76615315	3263	2	1	1	2	XX	chr5_76612053_76615315
chr5	multovl	overlap	76731801	76735206	3406	2	1	1	2	XX	chr5_76731801_76735206
chr5	multovl	overlap	76957552	76960006	2455	2	1	1	2	XX	chr5_76957552_76960006
chr5	multovl	overlap	76968664	76970182	1519	2	1	1	2	XX	chr5_76968664_76970182
chr5	multovl	overlap	77017072	77019299	2228	2	1	1	2	XX	chr5_77017072_77019299
chr5	multovl	overlap	77265313	77266629	1317	2	1	1	2	XX	chr5_77265313_77266629
chr5	multovl	overlap	77333477	77335710	2234	2	1	1	2	XX	chr5_77333477_77335710
chr5	multovl	overlap	77378765	77382396	3632	2	1	1	2	XX	chr5_77378765_77382396
chr5	multovl	overlap	77402319	77406003	3685	2	1	1	2	XX	chr5_77402319_77406003
chr5	multovl	overlap	77693603	77694454	852	2	1	1	2	XX	chr5_77693603_77694454
chr5	multovl	overlap	77694460	77696951	2492	2	1	1	2	XX	chr5_77694460_77696951
chr5	multovl	overlap	77736829	77740657	3829	2	1	1	2	XX	chr5_77736829_77740657
chr5	multovl	overlap	77786570	77788172	1603	2	1	1	2	XX	chr5_77786570_77788172
chr5	multovl	overlap	77832991	77837678	4688	2	1	1	2	XX	chr5_77832991_77837678
chr5	multovl	overlap	77888710	77889854	1145	2	1	1	2	XX	chr5_77888710_77889854
chr5	multovl	overlap	78009382	78010384	1003	2	1	1	2	XX	chr5_78009382_78010384
chr5	multovl	overlap	78232480	78233424	945	2	1	1	2	XX	chr5_78232480_78233424
chr5	multovl	overlap	78576561	78577673	1113	2	1	1	2	XX	chr5_78576561_78577673
chr5	multovl	overlap	86493272	86496397	3126	2	1	2	3	XX	chr5_86493272_86496397
chr5	multovl	overlap	86600615	86602628	2014	2	1	2	3	XX	chr5_86600615_86602628
chr5	multovl	overlap	87232471	87233175	705	2	1	1	2	XX	chr5_87232471_87233175
chr5	multovl	overlap	87233197	87234875	1679	2	1	1	2	XX	chr5_87233197_87234875
chr5	multovl	overlap	88982047	88985125	3079	2	1	1	2	XX	chr5_88982047_88985125
chr5	multovl	overlap	88993313	88995705	2393	2	1	1	2	XX	chr5_88993313_88995705
chr5	multovl	overlap	89103434	89105428	1995	2	1	1	2	XX	chr5_89103434_89105428
chr5	multovl	overlap	89148856	89151637	2782	2	1	1	2	XX	chr5_89148856_89151637
chr5	multovl	overlap	89194028	89195177	1150	2	1	1	2	XX	chr5_89194028_89195177
chr5	multovl	overlap	89315432	89317252	1821	2	1	1	2	XX	chr5_89315432_89317252
chr5	multovl	overlap	90651739	90653290	1552	2	1	1	2	XX	chr5_90651739_90653290
chr5	multovl	overlap	90792055	90795226	3172	2	1	1	2	XX	chr5_90792055_90795226
chr5	multovl	overlap	90795236	90796815	1580	2	1	1	2	XX	chr5_90795236_90796815
chr5	multovl	overlap	91187969	91190182	2214	2	1	1	2	XX	chr5_91187969_91190182
chr5	multovl	overlap	91319803	91322301	2499	2	1	1	2	XX	chr5_91319803_91322301
chr5	multovl	overlap	91359484	91362059	2576	2	1	1	2	XX	chr5_91359484_91362059
chr5	multovl	overlap	91502323	91505582	3260	2	1	1	2	XX	chr5_91502323_91505582
chr5	multovl	overlap	91946458	91948169	1712	2	1	1	2	XX	chr5_91946458_91948169
chr5	multovl	overlap	92389207	92393200	3994	2	1	2	3	XX	chr5_92389207_92393200
chr5	multovl	overlap	92471151	92472757	1607	2	1	1	2	XX	chr5_92471151_92472757
chr5	multovl	overlap	92510069	92513547	3479	2	1	1	2	XX	chr5_92510069_92513547
chr5	multovl	overlap	92556082	92557028	947	2	1	1	2	XX	chr5_92556082_92557028
chr5	multovl	overlap	92565958	92568932	2975	2	1	1	2	XX	chr5_92565958_92568932
chr5	multovl	overlap	92706427	92707729	1303	2	1	1	2	XX	chr5_92706427_92707729
chr5	multovl	overlap	92737535	92739344	1810	2	1	1	2	XX	chr5_92737535_92739344
chr5	multovl	overlap	92862669	92865141	2473	2	1	1	2	XX	chr5_92862669_92865141
chr5	multovl	overlap	92933171	92935359	2189	2	1	1	2	XX	chr5_92933171_92935359
chr5	multovl	overlap	93520755	93524394	3640	2	1	1	2	XX	chr5_93520755_93524394
chr5	multovl	overlap	93633241	93636633	3393	2	1	2	3	XX	chr5_93633241_93636633
chr5	multovl	overlap	93695362	93698517	3156	2	1	1	2	XX	chr5_93695362_93698517
chr5	multovl	overlap	96588516	96592815	4300	2	1	2	3	XX	chr5_96588516_96592815
chr5	multovl	overlap	96638258	96640335	2078	2	1	1	2	XX	chr5_96638258_96640335
chr5	multovl	overlap	97222165	97224711	2547	2	1	1	2	XX	chr5_97222165_97224711
chr5	multovl	overlap	97425611	97426569	959	2	1	1	2	XX	chr5_97425611_97426569
chr5	multovl	overlap	97426663	97428091	1429	2	1	1	2	XX	chr5_97426663_97428091
chr5	multovl	overlap	97539582	97540851	1270	2	1	1	2	XX	chr5_97539582_97540851
chr5	multovl	overlap	98458693	98460475	1783	2	1	1	2	XX	chr5_98458693_98460475
chr5	multovl	overlap	98757905	98758934	1030	2	1	1	2	XX	chr5_98757905_98758934
chr5	multovl	overlap	99369618	99373055	3438	2	1	1	2	XX	chr5_99369618_99373055
chr5	multovl	overlap	99679422	99682638	3217	2	1	1	2	XX	chr5_99679422_99682638
chr5	multovl	overlap	100404967	100409424	4458	2	1	2	3	XX	chr5_100404967_100409424
chr5	multovl	overlap	100465466	100470327	4862	2	1	1	2	XX	chr5_100465466_100470327
chr5	multovl	overlap	100843520	100846626	3107	2	1	1	2	XX	chr5_100843520_100846626
chr5	multovl	overlap	100855805	100859813	4009	2	1	1	2	XX	chr5_100855805_100859813
chr5	multovl	overlap	100926575	100929453	2879	2	1	2	3	XX	chr5_100926575_100929453
chr5	multovl	overlap	100946520	100948857	2338	2	1	1	2	XX	chr5_100946520_100948857
chr5	multovl	overlap	100998184	101001519	3336	2	1	1	2	XX	chr5_100998184_101001519
chr5	multovl	overlap	101034819	101035954	1136	2	1	1	2	XX	chr5_101034819_101035954
chr5	multovl	overlap	101102246	101103469	1224	2	1	1	2	XX	chr5_101102246_101103469
chr5	multovl	overlap	101226593	101228678	2086	2	1	1	2	XX	chr5_101226593_101228678
chr5	multovl	overlap	101249008	101250613	1606	2	1	1	2	XX	chr5_101249008_101250613
chr5	multovl	overlap	101274520	101276317	1798	2	1	1	2	XX	chr5_101274520_101276317
chr5	multovl	overlap	102497467	102499281	1815	2	1	1	2	XX	chr5_102497467_102499281
chr5	multovl	overlap	102910263	102912026	1764	2	1	1	2	XX	chr5_102910263_102912026
chr5	multovl	overlap	103853500	103855578	2079	2	1	1	2	XX	chr5_103853500_103855578
chr5	multovl	overlap	104120559	104123215	2657	2	1	1	2	XX	chr5_104120559_104123215
chr5	multovl	overlap	104181877	104184565	2689	2	1	1	2	XX	chr5_104181877_104184565
chr5	multovl	overlap	104339411	104340357	947	2	1	1	2	XX	chr5_104339411_104340357
chr5	multovl	overlap	104448888	104451645	2758	2	1	1	2	XX	chr5_104448888_104451645
chr5	multovl	overlap	104474881	104477439	2559	2	1	1	2	XX	chr5_104474881_104477439
chr5	multovl	overlap	104887982	104889969	1988	2	1	1	2	XX	chr5_104887982_104889969
chr5	multovl	overlap	104936932	104938481	1550	2	1	1	2	XX	chr5_104936932_104938481
chr5	multovl	overlap	105000322	105001482	1161	2	1	1	2	XX	chr5_105000322_105001482
chr5	multovl	overlap	105538060	105540000	1941	2	1	1	2	XX	chr5_105538060_105540000
chr5	multovl	overlap	105721218	105722763	1546	2	1	1	2	XX	chr5_105721218_105722763
chr5	multovl	overlap	105947449	105950343	2895	2	1	1	2	XX	chr5_105947449_105950343
chr5	multovl	overlap	106128342	106130129	1788	2	1	1	2	XX	chr5_106128342_106130129
chr5	multovl	overlap	106304662	106307432	2771	2	1	1	2	XX	chr5_106304662_106307432
chr5	multovl	overlap	107002786	107003861	1076	2	1	1	2	XX	chr5_107002786_107003861
chr5	multovl	overlap	107123799	107126050	2252	2	1	1	2	XX	chr5_107123799_107126050
chr5	multovl	overlap	107392579	107394442	1864	2	1	1	2	XX	chr5_107392579_107394442
chr5	multovl	overlap	107715815	107718768	2954	2	1	1	2	XX	chr5_107715815_107718768
chr5	multovl	overlap	107788213	107789143	931	2	1	1	2	XX	chr5_107788213_107789143
chr5	multovl	overlap	107866545	107867894	1350	2	1	1	2	XX	chr5_107866545_107867894
chr5	multovl	overlap	108025909	108027584	1676	2	1	1	2	XX	chr5_108025909_108027584
chr5	multovl	overlap	108297138	108298478	1341	2	1	1	2	XX	chr5_108297138_108298478
chr5	multovl	overlap	108329241	108331259	2019	2	1	1	2	XX	chr5_108329241_108331259
chr5	multovl	overlap	108414954	108417377	2424	2	1	3	4	XX	chr5_108414954_108417377
chr5	multovl	overlap	108429853	108430720	868	2	1	1	2	XX	chr5_108429853_108430720
chr5	multovl	overlap	108494356	108496061	1706	2	1	1	2	XX	chr5_108494356_108496061
chr5	multovl	overlap	108560104	108562438	2335	2	1	1	2	XX	chr5_108560104_108562438
chr5	multovl	overlap	108697193	108699935	2743	2	1	1	2	XX	chr5_108697193_108699935
chr5	multovl	overlap	108740793	108742908	2116	2	1	1	2	XX	chr5_108740793_108742908
chr5	multovl	overlap	108862205	108863857	1653	2	1	1	2	XX	chr5_108862205_108863857
chr5	multovl	overlap	108889443	108892653	3211	2	1	2	3	XX	chr5_108889443_108892653
chr5	multovl	overlap	109057298	109059781	2484	2	1	1	2	XX	chr5_109057298_109059781
chr5	multovl	overlap	109088203	109089875	1673	2	1	1	2	XX	chr5_109088203_109089875
chr5	multovl	overlap	109097496	109099190	1695	2	1	1	2	XX	chr5_109097496_109099190
chr5	multovl	overlap	109122565	109124453	1889	2	1	1	2	XX	chr5_109122565_109124453
chr5	multovl	overlap	109985982	109987795	1814	2	1	1	2	XX	chr5_109985982_109987795
chr5	multovl	overlap	110119157	110120209	1053	2	1	1	2	XX	chr5_110119157_110120209
chr5	multovl	overlap	110179925	110181033	1109	2	1	1	2	XX	chr5_110179925_110181033
chr5	multovl	overlap	110224623	110225903	1281	2	1	1	2	XX	chr5_110224623_110225903
chr5	multovl	overlap	110295257	110296524	1268	2	1	1	2	XX	chr5_110295257_110296524
chr5	multovl	overlap	110352018	110353314	1297	2	1	1	2	XX	chr5_110352018_110353314
chr5	multovl	overlap	110486255	110487703	1449	2	1	1	2	XX	chr5_110486255_110487703
chr5	multovl	overlap	110522946	110524528	1583	2	1	1	2	XX	chr5_110522946_110524528
chr5	multovl	overlap	110535390	110537473	2084	2	1	1	2	XX	chr5_110535390_110537473
chr5	multovl	overlap	110539005	110540178	1174	2	1	1	2	XX	chr5_110539005_110540178
chr5	multovl	overlap	110564099	110565900	1802	2	1	1	2	XX	chr5_110564099_110565900
chr5	multovl	overlap	110604375	110607204	2830	2	1	1	2	XX	chr5_110604375_110607204
chr5	multovl	overlap	110659166	110661003	1838	2	1	1	2	XX	chr5_110659166_110661003
chr5	multovl	overlap	110697421	110699155	1735	2	1	1	2	XX	chr5_110697421_110699155
chr5	multovl	overlap	110714348	110716163	1816	2	1	1	2	XX	chr5_110714348_110716163
chr5	multovl	overlap	110875429	110878437	3009	2	1	1	2	XX	chr5_110875429_110878437
chr5	multovl	overlap	111081409	111083733	2325	2	1	1	2	XX	chr5_111081409_111083733
chr5	multovl	overlap	111198126	111199748	1623	2	1	1	2	XX	chr5_111198126_111199748
chr5	multovl	overlap	111208246	111210466	2221	2	1	1	2	XX	chr5_111208246_111210466
chr5	multovl	overlap	111236525	111239394	2870	2	1	1	2	XX	chr5_111236525_111239394
chr5	multovl	overlap	111267626	111269998	2373	2	1	1	2	XX	chr5_111267626_111269998
chr5	multovl	overlap	111308126	111309875	1750	2	1	1	2	XX	chr5_111308126_111309875
chr5	multovl	overlap	111407579	111409996	2418	2	1	1	2	XX	chr5_111407579_111409996
chr5	multovl	overlap	111758682	111761159	2478	2	1	2	3	XX	chr5_111758682_111761159
chr5	multovl	overlap	111845421	111847190	1770	2	1	1	2	XX	chr5_111845421_111847190
chr5	multovl	overlap	112704787	112705547	761	2	1	1	2	XX	chr5_112704787_112705547
chr5	multovl	overlap	112705609	112709589	3981	2	1	1	2	XX	chr5_112705609_112709589
chr5	multovl	overlap	112754381	112756492	2112	2	1	1	2	XX	chr5_112754381_112756492
chr5	multovl	overlap	112771006	112773228	2223	2	1	1	2	XX	chr5_112771006_112773228
chr5	multovl	overlap	112823143	112824540	1398	2	1	1	2	XX	chr5_112823143_112824540
chr5	multovl	overlap	113708701	113709906	1206	2	1	1	2	XX	chr5_113708701_113709906
chr5	multovl	overlap	114185681	114187079	1399	2	1	1	2	XX	chr5_114185681_114187079
chr5	multovl	overlap	114220543	114223807	3265	2	1	1	2	XX	chr5_114220543_114223807
chr5	multovl	overlap	114246882	114250777	3896	2	1	1	2	XX	chr5_114246882_114250777
chr5	multovl	overlap	114351043	114351725	683	2	1	1	2	XX	chr5_114351043_114351725
chr5	multovl	overlap	114356893	114359547	2655	2	1	3	4	XX	chr5_114356893_114359547
chr5	multovl	overlap	114442220	114443926	1707	2	1	1	2	XX	chr5_114442220_114443926
chr5	multovl	overlap	114540302	114541549	1248	2	1	1	2	XX	chr5_114540302_114541549
chr5	multovl	overlap	114549445	114551741	2297	2	1	1	2	XX	chr5_114549445_114551741
chr5	multovl	overlap	114577360	114578328	969	2	1	1	2	XX	chr5_114577360_114578328
chr5	multovl	overlap	114580134	114582230	2097	2	1	1	2	XX	chr5_114580134_114582230
chr5	multovl	overlap	114625413	114626882	1470	2	1	1	2	XX	chr5_114625413_114626882
chr5	multovl	overlap	114826924	114832632	5709	2	1	2	3	XX	chr5_114826924_114832632
chr5	multovl	overlap	114893119	114895346	2228	2	1	1	2	XX	chr5_114893119_114895346
chr5	multovl	overlap	115017121	115018123	1003	2	1	1	2	XX	chr5_115017121_115018123
chr5	multovl	overlap	115117073	115117895	823	2	1	1	2	XX	chr5_115117073_115117895
chr5	multovl	overlap	115139623	115141320	1698	2	1	1	2	XX	chr5_115139623_115141320
chr5	multovl	overlap	115157508	115158959	1452	2	1	1	2	XX	chr5_115157508_115158959
chr5	multovl	overlap	115221634	115226281	4648	2	1	1	2	XX	chr5_115221634_115226281
chr5	multovl	overlap	115263210	115264240	1031	2	1	1	2	XX	chr5_115263210_115264240
chr5	multovl	overlap	115272675	115273857	1183	2	1	1	2	XX	chr5_115272675_115273857
chr5	multovl	overlap	115346929	115349936	3008	2	1	1	2	XX	chr5_115346929_115349936
chr5	multovl	overlap	115391680	115393368	1689	2	1	1	2	XX	chr5_115391680_115393368
chr5	multovl	overlap	115429184	115430253	1070	2	1	1	2	XX	chr5_115429184_115430253
chr5	multovl	overlap	115460168	115461217	1050	2	1	1	2	XX	chr5_115460168_115461217
chr5	multovl	overlap	115461357	115463283	1927	2	1	1	2	XX	chr5_115461357_115463283
chr5	multovl	overlap	115568389	115569716	1328	2	1	1	2	XX	chr5_115568389_115569716
chr5	multovl	overlap	115583290	115585201	1912	2	1	1	2	XX	chr5_115583290_115585201
