chromosome	source	feature	start	end	length	multiplicity	peaks1.bed.bed	peaks2.bed.bed	sum	code	id
chr7	multovl	overlap	52668542	52669862	1321	1	0	1	1	0X	chr7_52668542_52669862
chr7	multovl	overlap	52688588	52690003	1416	2	1	1	2	XX	chr7_52688588_52690003
chr7	multovl	overlap	52690116	52691587	1472	2	1	1	2	XX	chr7_52690116_52691587
chr7	multovl	overlap	52712664	52714910	2247	2	1	1	2	XX	chr7_52712664_52714910
chr7	multovl	overlap	52720398	52722458	2061	2	1	1	2	XX	chr7_52720398_52722458
chr7	multovl	overlap	52764545	52765989	1445	2	1	1	2	XX	chr7_52764545_52765989
chr7	multovl	overlap	52780512	52782071	1560	2	1	1	2	XX	chr7_52780512_52782071
chr7	multovl	overlap	52825273	52826723	1451	2	1	1	2	XX	chr7_52825273_52826723
chr7	multovl	overlap	52897957	52899100	1144	1	0	1	1	0X	chr7_52897957_52899100
chr7	multovl	overlap	52959123	52960309	1187	1	0	1	1	0X	chr7_52959123_52960309
chr7	multovl	overlap	52960430	52963190	2761	2	1	1	2	XX	chr7_52960430_52963190
chr7	multovl	overlap	52969815	52971648	1834	2	1	1	2	XX	chr7_52969815_52971648
chr7	multovl	overlap	52972227	52975020	2794	2	1	1	2	XX	chr7_52972227_52975020
chr7	multovl	overlap	53038894	53039859	966	2	1	1	2	XX	chr7_53038894_53039859
chr7	multovl	overlap	53068479	53069647	1169	2	1	1	2	XX	chr7_53068479_53069647
chr7	multovl	overlap	53085245	53086785	1541	2	1	1	2	XX	chr7_53085245_53086785
chr7	multovl	overlap	53121638	53122692	1055	2	1	1	2	XX	chr7_53121638_53122692
chr7	multovl	overlap	53128203	53129891	1689	2	1	1	2	XX	chr7_53128203_53129891
chr7	multovl	overlap	53152321	53153387	1067	2	1	1	2	XX	chr7_53152321_53153387
chr7	multovl	overlap	53175125	53176945	1821	2	1	1	2	XX	chr7_53175125_53176945
chr7	multovl	overlap	53177735	53179109	1375	1	0	1	1	0X	chr7_53177735_53179109
chr7	multovl	overlap	53289045	53289971	927	2	1	1	2	XX	chr7_53289045_53289971
chr7	multovl	overlap	53894349	53895892	1544	2	1	1	2	XX	chr7_53894349_53895892
chr7	multovl	overlap	53965155	53966401	1247	2	1	1	2	XX	chr7_53965155_53966401
chr7	multovl	overlap	54050258	54052764	2507	2	1	1	2	XX	chr7_54050258_54052764
chr7	multovl	overlap	54100439	54102956	2518	2	1	1	2	XX	chr7_54100439_54102956
chr7	multovl	overlap	54174169	54176017	1849	2	1	1	2	XX	chr7_54174169_54176017
chr7	multovl	overlap	54212966	54214157	1192	2	1	1	2	XX	chr7_54212966_54214157
chr7	multovl	overlap	54262145	54265013	2869	2	1	1	2	XX	chr7_54262145_54265013
chr7	multovl	overlap	54305898	54307149	1252	2	1	1	2	XX	chr7_54305898_54307149
chr7	multovl	overlap	56004656	56005518	863	2	1	1	2	XX	chr7_56004656_56005518
chr7	multovl	overlap	56044262	56045108	847	2	1	1	2	XX	chr7_56044262_56045108
chr7	multovl	overlap	56135600	56136629	1030	2	1	1	2	XX	chr7_56135600_56136629
chr7	multovl	overlap	56136994	56137879	886	2	1	1	2	XX	chr7_56136994_56137879
chr7	multovl	overlap	56501262	56503871	2610	2	1	1	2	XX	chr7_56501262_56503871
chr7	multovl	overlap	56504301	56505014	714	1	0	1	1	0X	chr7_56504301_56505014
chr7	multovl	overlap	57017540	57018467	928	1	0	1	1	0X	chr7_57017540_57018467
chr7	multovl	overlap	57033685	57034525	841	1	1	0	1	X0	chr7_57033685_57034525
chr7	multovl	overlap	59117315	59118289	975	2	1	1	2	XX	chr7_59117315_59118289
chr7	multovl	overlap	59134441	59135237	797	1	0	1	1	0X	chr7_59134441_59135237
chr7	multovl	overlap	63048877	63050316	1440	2	1	1	2	XX	chr7_63048877_63050316
chr7	multovl	overlap	63097660	63099027	1368	2	1	1	2	XX	chr7_63097660_63099027
chr7	multovl	overlap	63216846	63218477	1632	2	1	1	2	XX	chr7_63216846_63218477
chr7	multovl	overlap	63274032	63275505	1474	2	1	1	2	XX	chr7_63274032_63275505
chr7	multovl	overlap	63305439	63306600	1162	2	1	1	2	XX	chr7_63305439_63306600
chr7	multovl	overlap	65653545	65655410	1866	2	1	1	2	XX	chr7_65653545_65655410
chr7	multovl	overlap	65913006	65914779	1774	2	1	1	2	XX	chr7_65913006_65914779
chr7	multovl	overlap	66483152	66485633	2482	2	1	1	2	XX	chr7_66483152_66485633
chr7	multovl	overlap	67149104	67149919	816	2	1	1	2	XX	chr7_67149104_67149919
chr7	multovl	overlap	67388206	67389010	805	1	0	1	1	0X	chr7_67388206_67389010
chr7	multovl	overlap	68934729	68935726	998	1	0	1	1	0X	chr7_68934729_68935726
chr7	multovl	overlap	69353814	69354746	933	1	0	1	1	0X	chr7_69353814_69354746
chr7	multovl	overlap	69556253	69557219	967	1	0	1	1	0X	chr7_69556253_69557219
chr7	multovl	overlap	69561013	69561784	772	1	0	1	1	0X	chr7_69561013_69561784
chr7	multovl	overlap	69563275	69565439	2165	2	1	1	2	XX	chr7_69563275_69565439
chr7	multovl	overlap	69607532	69609055	1524	2	1	1	2	XX	chr7_69607532_69609055
chr7	multovl	overlap	71081553	71084913	3361	2	1	1	2	XX	chr7_71081553_71084913
chr7	multovl	overlap	71394794	71395522	729	1	0	1	1	0X	chr7_71394794_71395522
chr7	multovl	overlap	71432506	71434011	1506	2	1	1	2	XX	chr7_71432506_71434011
chr7	multovl	overlap	71518067	71519487	1421	2	1	1	2	XX	chr7_71518067_71519487
chr7	multovl	overlap	71536182	71538357	2176	2	1	1	2	XX	chr7_71536182_71538357
chr7	multovl	overlap	72000779	72001283	505	2	1	1	2	XX	chr7_72000779_72001283
chr7	multovl	overlap	72016801	72017994	1194	2	1	1	2	XX	chr7_72016801_72017994
chr7	multovl	overlap	72514915	72515616	702	2	1	1	2	XX	chr7_72514915_72515616
chr7	multovl	overlap	72789757	72790570	814	2	1	1	2	XX	chr7_72789757_72790570
chr7	multovl	overlap	72837558	72839244	1687	2	1	1	2	XX	chr7_72837558_72839244
chr7	multovl	overlap	73204538	73206595	2058	2	1	1	2	XX	chr7_73204538_73206595
chr7	multovl	overlap	73223819	73225650	1832	2	1	1	2	XX	chr7_73223819_73225650
chr7	multovl	overlap	73253703	73254414	712	2	1	1	2	XX	chr7_73253703_73254414
chr7	multovl	overlap	73254729	73255817	1089	2	1	1	2	XX	chr7_73254729_73255817
chr7	multovl	overlap	73532114	73534204	2091	2	1	1	2	XX	chr7_73532114_73534204
chr7	multovl	overlap	73833210	73834271	1062	2	1	1	2	XX	chr7_73833210_73834271
chr7	multovl	overlap	73834705	73835543	839	2	1	1	2	XX	chr7_73834705_73835543
chr7	multovl	overlap	74366766	74368425	1660	2	1	1	2	XX	chr7_74366766_74368425
chr7	multovl	overlap	74516140	74517389	1250	2	1	1	2	XX	chr7_74516140_74517389
chr7	multovl	overlap	74517695	74518523	829	2	1	1	2	XX	chr7_74517695_74518523
chr7	multovl	overlap	74790252	74791125	874	2	1	1	2	XX	chr7_74790252_74791125
chr7	multovl	overlap	74792226	74792999	774	2	1	1	2	XX	chr7_74792226_74792999
chr7	multovl	overlap	74903313	74904769	1457	2	1	1	2	XX	chr7_74903313_74904769
chr7	multovl	overlap	75095254	75096407	1154	2	1	1	2	XX	chr7_75095254_75096407
chr7	multovl	overlap	75097598	75099809	2212	2	1	1	2	XX	chr7_75097598_75099809
chr7	multovl	overlap	75274070	75275037	968	2	1	1	2	XX	chr7_75274070_75275037
chr7	multovl	overlap	75892803	75894308	1506	2	1	1	2	XX	chr7_75892803_75894308
chr7	multovl	overlap	77502348	77505367	3020	2	1	1	2	XX	chr7_77502348_77505367
chr7	multovl	overlap	77506752	77507476	725	2	1	1	2	XX	chr7_77506752_77507476
chr7	multovl	overlap	77510095	77511237	1143	2	1	1	2	XX	chr7_77510095_77511237
chr7	multovl	overlap	80520584	80521571	988	2	1	1	2	XX	chr7_80520584_80521571
chr7	multovl	overlap	80536099	80537888	1790	2	1	1	2	XX	chr7_80536099_80537888
chr7	multovl	overlap	80681860	80682638	779	1	0	1	1	0X	chr7_80681860_80682638
chr7	multovl	overlap	80682709	80684675	1967	1	0	1	1	0X	chr7_80682709_80684675
chr7	multovl	overlap	80684761	80687035	2275	1	0	1	1	0X	chr7_80684761_80687035
chr7	multovl	overlap	80697141	80698210	1070	1	0	1	1	0X	chr7_80697141_80698210
chr7	multovl	overlap	80701475	80703123	1649	2	1	1	2	XX	chr7_80701475_80703123
chr7	multovl	overlap	80703613	80704501	889	2	1	1	2	XX	chr7_80703613_80704501
chr7	multovl	overlap	80752184	80753499	1316	1	0	1	1	0X	chr7_80752184_80753499
chr7	multovl	overlap	80763404	80764441	1038	2	1	1	2	XX	chr7_80763404_80764441
chr7	multovl	overlap	81698298	81699930	1633	2	1	1	2	XX	chr7_81698298_81699930
chr7	multovl	overlap	82263065	82263691	627	1	0	1	1	0X	chr7_82263065_82263691
chr7	multovl	overlap	82599658	82600571	914	1	0	1	1	0X	chr7_82599658_82600571
chr7	multovl	overlap	82600650	82601622	973	2	1	1	2	XX	chr7_82600650_82601622
chr7	multovl	overlap	82787733	82787749	17	2	1	1	2	XX	chr7_82787733_82787749
chr7	multovl	overlap	82787797	82790177	2381	2	1	1	2	XX	chr7_82787797_82790177
chr7	multovl	overlap	82926390	82927135	746	2	1	1	2	XX	chr7_82926390_82927135
chr7	multovl	overlap	82992445	82993140	696	1	0	1	1	0X	chr7_82992445_82993140
chr7	multovl	overlap	82993204	82994814	1611	2	1	1	2	XX	chr7_82993204_82994814
chr7	multovl	overlap	85926981	85929032	2052	2	1	1	2	XX	chr7_85926981_85929032
chr7	multovl	overlap	85991146	85992186	1041	2	1	1	2	XX	chr7_85991146_85992186
chr7	multovl	overlap	86039823	86040525	703	1	0	1	1	0X	chr7_86039823_86040525
chr7	multovl	overlap	86040653	86042776	2124	2	1	1	2	XX	chr7_86040653_86042776
chr7	multovl	overlap	86058543	86059557	1015	2	1	1	2	XX	chr7_86058543_86059557
chr7	multovl	overlap	86292626	86294273	1648	2	1	1	2	XX	chr7_86292626_86294273
chr7	multovl	overlap	86418076	86419833	1758	2	1	1	2	XX	chr7_86418076_86419833
chr7	multovl	overlap	86536345	86537951	1607	2	1	1	2	XX	chr7_86536345_86537951
chr7	multovl	overlap	86609986	86611159	1174	2	1	1	2	XX	chr7_86609986_86611159
chr7	multovl	overlap	86804295	86806544	2250	2	1	1	2	XX	chr7_86804295_86806544
chr7	multovl	overlap	86859711	86860778	1068	2	1	1	2	XX	chr7_86859711_86860778
chr7	multovl	overlap	86887269	86888390	1122	2	1	1	2	XX	chr7_86887269_86888390
chr7	multovl	overlap	86925457	86926724	1268	1	0	1	1	0X	chr7_86925457_86926724
chr7	multovl	overlap	87064720	87066320	1601	2	1	1	2	XX	chr7_87064720_87066320
chr7	multovl	overlap	87079555	87080974	1420	2	1	1	2	XX	chr7_87079555_87080974
chr7	multovl	overlap	87169290	87170952	1663	2	1	1	2	XX	chr7_87169290_87170952
chr7	multovl	overlap	87171678	87173126	1449	2	1	1	2	XX	chr7_87171678_87173126
chr7	multovl	overlap	87258910	87260432	1523	2	1	1	2	XX	chr7_87258910_87260432
chr7	multovl	overlap	87343212	87344595	1384	2	1	1	2	XX	chr7_87343212_87344595
chr7	multovl	overlap	87376432	87377609	1178	2	1	1	2	XX	chr7_87376432_87377609
chr7	multovl	overlap	87377648	87377655	8	2	1	1	2	XX	chr7_87377648_87377655
chr7	multovl	overlap	87377667	87378536	870	2	1	1	2	XX	chr7_87377667_87378536
chr7	multovl	overlap	87391181	87391931	751	1	0	1	1	0X	chr7_87391181_87391931
chr7	multovl	overlap	87405784	87406914	1131	2	1	1	2	XX	chr7_87405784_87406914
chr7	multovl	overlap	87413711	87415389	1679	2	1	1	2	XX	chr7_87413711_87415389
chr7	multovl	overlap	87439128	87440004	877	2	1	1	2	XX	chr7_87439128_87440004
chr7	multovl	overlap	87468344	87469677	1334	2	1	1	2	XX	chr7_87468344_87469677
chr7	multovl	overlap	87483937	87485384	1448	2	1	1	2	XX	chr7_87483937_87485384
chr7	multovl	overlap	87515041	87516087	1047	2	1	1	2	XX	chr7_87515041_87516087
chr7	multovl	overlap	87546294	87547264	971	2	1	1	2	XX	chr7_87546294_87547264
chr7	multovl	overlap	87679237	87680750	1514	2	1	1	2	XX	chr7_87679237_87680750
chr7	multovl	overlap	87832282	87833439	1158	2	1	1	2	XX	chr7_87832282_87833439
chr7	multovl	overlap	87833752	87834525	774	1	1	0	1	X0	chr7_87833752_87834525
chr7	multovl	overlap	87931889	87932477	589	1	0	1	1	0X	chr7_87931889_87932477
chr7	multovl	overlap	87946449	87948271	1823	2	1	1	2	XX	chr7_87946449_87948271
chr7	multovl	overlap	88005081	88006699	1619	2	1	1	2	XX	chr7_88005081_88006699
chr7	multovl	overlap	88045161	88046869	1709	2	1	1	2	XX	chr7_88045161_88046869
chr7	multovl	overlap	88091432	88093332	1901	2	1	1	2	XX	chr7_88091432_88093332
chr7	multovl	overlap	88137087	88138464	1378	2	1	1	2	XX	chr7_88137087_88138464
chr7	multovl	overlap	88138686	88139747	1062	2	1	1	2	XX	chr7_88138686_88139747
chr7	multovl	overlap	88488372	88490915	2544	2	1	1	2	XX	chr7_88488372_88490915
chr7	multovl	overlap	88667750	88669514	1765	2	1	1	2	XX	chr7_88667750_88669514
chr7	multovl	overlap	88715770	88718123	2354	2	1	1	2	XX	chr7_88715770_88718123
chr7	multovl	overlap	88907056	88908850	1795	2	1	1	2	XX	chr7_88907056_88908850
chr7	multovl	overlap	88933485	88935155	1671	2	1	1	2	XX	chr7_88933485_88935155
chr7	multovl	overlap	88972830	88974274	1445	2	1	1	2	XX	chr7_88972830_88974274
chr7	multovl	overlap	88974422	88975011	590	2	1	1	2	XX	chr7_88974422_88975011
chr7	multovl	overlap	89077838	89078845	1008	2	1	1	2	XX	chr7_89077838_89078845
chr7	multovl	overlap	89135976	89137191	1216	2	1	1	2	XX	chr7_89135976_89137191
chr7	multovl	overlap	89162080	89162724	645	1	0	1	1	0X	chr7_89162080_89162724
chr7	multovl	overlap	89796758	89798052	1295	2	1	1	2	XX	chr7_89796758_89798052
chr7	multovl	overlap	90014138	90014747	610	2	1	1	2	XX	chr7_90014138_90014747
chr7	multovl	overlap	90014771	90015522	752	2	1	1	2	XX	chr7_90014771_90015522
chr7	multovl	overlap	90015959	90017577	1619	2	1	1	2	XX	chr7_90015959_90017577
chr7	multovl	overlap	90780155	90781213	1059	2	1	1	2	XX	chr7_90780155_90781213
chr7	multovl	overlap	91031137	91033654	2518	2	1	1	2	XX	chr7_91031137_91033654
chr7	multovl	overlap	91040563	91041837	1275	2	1	1	2	XX	chr7_91040563_91041837
chr7	multovl	overlap	91233553	91235135	1583	2	1	1	2	XX	chr7_91233553_91235135
chr7	multovl	overlap	91298286	91300545	2260	2	1	1	2	XX	chr7_91298286_91300545
chr7	multovl	overlap	91677287	91678375	1089	1	1	0	1	X0	chr7_91677287_91678375
chr7	multovl	overlap	91837609	91838382	774	2	1	1	2	XX	chr7_91837609_91838382
chr7	multovl	overlap	91927530	91928314	785	1	1	0	1	X0	chr7_91927530_91928314
chr7	multovl	overlap	94394883	94395649	767	1	1	0	1	X0	chr7_94394883_94395649
chr7	multovl	overlap	96486204	96487963	1760	2	1	1	2	XX	chr7_96486204_96487963
chr7	multovl	overlap	96551969	96552778	810	2	1	1	2	XX	chr7_96551969_96552778
chr7	multovl	overlap	96552858	96554079	1222	2	1	1	2	XX	chr7_96552858_96554079
chr7	multovl	overlap	96662184	96662877	694	1	0	1	1	0X	chr7_96662184_96662877
chr7	multovl	overlap	96664331	96666882	2552	2	1	1	2	XX	chr7_96664331_96666882
chr7	multovl	overlap	96780780	96782011	1232	2	1	1	2	XX	chr7_96780780_96782011
chr7	multovl	overlap	97088523	97090032	1510	2	1	1	2	XX	chr7_97088523_97090032
chr7	multovl	overlap	97128105	97130655	2551	2	1	1	2	XX	chr7_97128105_97130655
chr7	multovl	overlap	97277374	97278262	889	1	0	1	1	0X	chr7_97277374_97278262
chr7	multovl	overlap	97278730	97281064	2335	2	1	1	2	XX	chr7_97278730_97281064
chr7	multovl	overlap	97591583	97593051	1469	2	1	1	2	XX	chr7_97591583_97593051
chr7	multovl	overlap	97604342	97606526	2185	2	1	1	2	XX	chr7_97604342_97606526
chr7	multovl	overlap	97623577	97625546	1970	2	1	1	2	XX	chr7_97623577_97625546
chr7	multovl	overlap	99709962	99710553	592	2	1	1	2	XX	chr7_99709962_99710553
chr7	multovl	overlap	99784827	99786588	1762	2	1	1	2	XX	chr7_99784827_99786588
chr7	multovl	overlap	99814941	99815588	648	1	0	1	1	0X	chr7_99814941_99815588
chr7	multovl	overlap	99816636	99818515	1880	2	1	1	2	XX	chr7_99816636_99818515
chr7	multovl	overlap	99818576	99819402	827	1	0	1	1	0X	chr7_99818576_99819402
chr7	multovl	overlap	99888384	99892307	3924	2	1	1	2	XX	chr7_99888384_99892307
chr7	multovl	overlap	99970967	99972013	1047	1	0	1	1	0X	chr7_99970967_99972013
chr7	multovl	overlap	100022054	100024189	2136	2	1	1	2	XX	chr7_100022054_100024189
chr7	multovl	overlap	104099645	104101018	1374	2	1	1	2	XX	chr7_104099645_104101018
chr7	multovl	overlap	104229562	104230251	690	2	1	1	2	XX	chr7_104229562_104230251
chr7	multovl	overlap	104230303	104230307	5	2	1	1	2	XX	chr7_104230303_104230307
chr7	multovl	overlap	104230516	104231467	952	2	1	1	2	XX	chr7_104230516_104231467
chr7	multovl	overlap	104479735	104481697	1963	2	1	1	2	XX	chr7_104479735_104481697
chr7	multovl	overlap	104519832	104520858	1027	2	1	1	2	XX	chr7_104519832_104520858
chr7	multovl	overlap	104548299	104549682	1384	2	1	1	2	XX	chr7_104548299_104549682
chr7	multovl	overlap	104629269	104630403	1135	2	1	1	2	XX	chr7_104629269_104630403
chr7	multovl	overlap	104727226	104729898	2673	2	1	1	2	XX	chr7_104727226_104729898
chr7	multovl	overlap	104844667	104846130	1464	2	1	1	2	XX	chr7_104844667_104846130
chr7	multovl	overlap	104885898	104886983	1086	2	1	1	2	XX	chr7_104885898_104886983
chr7	multovl	overlap	104936558	104937594	1037	2	1	1	2	XX	chr7_104936558_104937594
chr7	multovl	overlap	104991162	104992058	897	2	1	1	2	XX	chr7_104991162_104992058
chr7	multovl	overlap	105326003	105327064	1062	2	1	1	2	XX	chr7_105326003_105327064
chr7	multovl	overlap	105456731	105458390	1660	2	1	1	2	XX	chr7_105456731_105458390
chr7	multovl	overlap	105507102	105509936	2835	2	1	1	2	XX	chr7_105507102_105509936
chr7	multovl	overlap	105638336	105639261	926	2	1	1	2	XX	chr7_105638336_105639261
chr7	multovl	overlap	105804050	105806470	2421	2	1	1	2	XX	chr7_105804050_105806470
chr7	multovl	overlap	105850775	105852765	1991	2	1	1	2	XX	chr7_105850775_105852765
chr7	multovl	overlap	105962991	105965267	2277	2	1	1	2	XX	chr7_105962991_105965267
chr7	multovl	overlap	106287640	106289666	2027	2	1	1	2	XX	chr7_106287640_106289666
chr7	multovl	overlap	106289956	106290871	916	2	1	1	2	XX	chr7_106289956_106290871
chr7	multovl	overlap	106330550	106331973	1424	2	1	1	2	XX	chr7_106330550_106331973
chr7	multovl	overlap	106416994	106418329	1336	2	1	1	2	XX	chr7_106416994_106418329
chr7	multovl	overlap	106498614	106501678	3065	2	1	1	2	XX	chr7_106498614_106501678
chr7	multovl	overlap	106504326	106505181	856	2	1	1	2	XX	chr7_106504326_106505181
chr7	multovl	overlap	106529059	106529871	813	2	1	1	2	XX	chr7_106529059_106529871
chr7	multovl	overlap	106529984	106531617	1634	2	1	1	2	XX	chr7_106529984_106531617
chr7	multovl	overlap	106630471	106632336	1866	2	1	1	2	XX	chr7_106630471_106632336
chr7	multovl	overlap	106683527	106684966	1440	2	1	1	2	XX	chr7_106683527_106684966
chr7	multovl	overlap	106976173	106977172	1000	1	0	1	1	0X	chr7_106976173_106977172
chr7	multovl	overlap	107006565	107007762	1198	2	1	1	2	XX	chr7_107006565_107007762
chr7	multovl	overlap	107127151	107128783	1633	2	1	1	2	XX	chr7_107127151_107128783
chr7	multovl	overlap	107268973	107270393	1421	2	1	1	2	XX	chr7_107268973_107270393
chr7	multovl	overlap	107307397	107308276	880	1	1	0	1	X0	chr7_107307397_107308276
chr7	multovl	overlap	107376050	107376994	945	2	1	1	2	XX	chr7_107376050_107376994
chr7	multovl	overlap	107433824	107434885	1062	2	1	1	2	XX	chr7_107433824_107434885
chr7	multovl	overlap	107519298	107520542	1245	2	1	1	2	XX	chr7_107519298_107520542
chr7	multovl	overlap	107520852	107521635	784	2	1	1	2	XX	chr7_107520852_107521635
chr7	multovl	overlap	107641522	107642451	930	1	0	1	1	0X	chr7_107641522_107642451
chr7	multovl	overlap	107684844	107686391	1548	2	1	1	2	XX	chr7_107684844_107686391
chr7	multovl	overlap	107730758	107731639	882	2	1	1	2	XX	chr7_107730758_107731639
chr7	multovl	overlap	107739097	107740307	1211	1	0	1	1	0X	chr7_107739097_107740307
chr7	multovl	overlap	107755181	107755978	798	2	1	1	2	XX	chr7_107755181_107755978
chr7	multovl	overlap	107756122	107757724	1603	2	1	1	2	XX	chr7_107756122_107757724
chr7	multovl	overlap	107855150	107856286	1137	2	1	1	2	XX	chr7_107855150_107856286
chr7	multovl	overlap	108010955	108011971	1017	2	1	1	2	XX	chr7_108010955_108011971
chr7	multovl	overlap	108074526	108081581	7056	2	1	1	2	XX	chr7_108074526_108081581
chr7	multovl	overlap	108257237	108259098	1862	2	1	1	2	XX	chr7_108257237_108259098
chr7	multovl	overlap	108448968	108450883	1916	2	1	1	2	XX	chr7_108448968_108450883
chr7	multovl	overlap	108495848	108497554	1707	2	1	1	2	XX	chr7_108495848_108497554
chr7	multovl	overlap	108543450	108543908	459	2	1	1	2	XX	chr7_108543450_108543908
chr7	multovl	overlap	108598768	108599725	958	1	0	1	1	0X	chr7_108598768_108599725
chr7	multovl	overlap	108812171	108813106	936	2	1	1	2	XX	chr7_108812171_108813106
chr7	multovl	overlap	108984545	108987153	2609	2	1	1	2	XX	chr7_108984545_108987153
chr7	multovl	overlap	109044158	109045563	1406	2	1	1	2	XX	chr7_109044158_109045563
chr7	multovl	overlap	109054383	109055807	1425	2	1	1	2	XX	chr7_109054383_109055807
chr7	multovl	overlap	109081580	109083453	1874	2	1	1	2	XX	chr7_109081580_109083453
chr7	multovl	overlap	109117950	109120084	2135	2	1	1	2	XX	chr7_109117950_109120084
chr7	multovl	overlap	109212715	109214716	2002	2	1	1	2	XX	chr7_109212715_109214716
chr7	multovl	overlap	109357078	109358710	1633	2	1	1	2	XX	chr7_109357078_109358710
chr7	multovl	overlap	109371030	109372011	982	2	1	1	2	XX	chr7_109371030_109372011
chr7	multovl	overlap	109397104	109398667	1564	2	1	1	2	XX	chr7_109397104_109398667
chr7	multovl	overlap	109415621	109416272	652	2	1	1	2	XX	chr7_109415621_109416272
chr7	multovl	overlap	109416326	109417408	1083	2	1	1	2	XX	chr7_109416326_109417408
chr7	multovl	overlap	109590072	109591257	1186	2	1	1	2	XX	chr7_109590072_109591257
chr7	multovl	overlap	109712634	109714285	1652	2	1	1	2	XX	chr7_109712634_109714285
chr7	multovl	overlap	111367853	111368640	788	1	1	0	1	X0	chr7_111367853_111368640
chr7	multovl	overlap	111392916	111393657	742	2	1	1	2	XX	chr7_111392916_111393657
chr7	multovl	overlap	111501019	111501837	819	2	1	1	2	XX	chr7_111501019_111501837
chr7	multovl	overlap	111612870	111613746	877	1	0	1	1	0X	chr7_111612870_111613746
chr7	multovl	overlap	112547612	112548606	995	2	1	1	2	XX	chr7_112547612_112548606
chr7	multovl	overlap	112548782	112549590	809	1	0	1	1	0X	chr7_112548782_112549590
chr7	multovl	overlap	112629645	112630958	1314	2	1	1	2	XX	chr7_112629645_112630958
chr7	multovl	overlap	112702280	112704026	1747	2	1	1	2	XX	chr7_112702280_112704026
chr7	multovl	overlap	112728816	112730448	1633	2	1	1	2	XX	chr7_112728816_112730448
chr7	multovl	overlap	112780627	112782093	1467	2	1	1	2	XX	chr7_112780627_112782093
chr7	multovl	overlap	112787879	112788984	1106	2	1	1	2	XX	chr7_112787879_112788984
chr7	multovl	overlap	112789016	112790007	992	2	1	1	2	XX	chr7_112789016_112790007
chr7	multovl	overlap	112798810	112800031	1222	1	0	1	1	0X	chr7_112798810_112800031
chr7	multovl	overlap	112884052	112885125	1074	2	1	1	2	XX	chr7_112884052_112885125
chr7	multovl	overlap	112885143	112886475	1333	2	1	1	2	XX	chr7_112885143_112886475
chr7	multovl	overlap	112886905	112887782	878	1	0	1	1	0X	chr7_112886905_112887782
chr7	multovl	overlap	112892031	112892828	798	2	1	1	2	XX	chr7_112892031_112892828
chr7	multovl	overlap	112899367	112900976	1610	2	1	1	2	XX	chr7_112899367_112900976
chr7	multovl	overlap	112926372	112927809	1438	1	0	1	1	0X	chr7_112926372_112927809
chr7	multovl	overlap	112958448	112959723	1276	2	1	1	2	XX	chr7_112958448_112959723
chr7	multovl	overlap	116077789	116079272	1484	2	1	1	2	XX	chr7_116077789_116079272
chr7	multovl	overlap	116661892	116664178	2287	2	1	1	2	XX	chr7_116661892_116664178
chr7	multovl	overlap	116813107	116815637	2531	2	1	1	2	XX	chr7_116813107_116815637
chr7	multovl	overlap	116846347	116848041	1695	2	1	1	2	XX	chr7_116846347_116848041
chr7	multovl	overlap	116894795	116896679	1885	2	1	1	2	XX	chr7_116894795_116896679
chr7	multovl	overlap	117102706	117104451	1746	2	1	1	2	XX	chr7_117102706_117104451
chr7	multovl	overlap	117128773	117129977	1205	2	1	1	2	XX	chr7_117128773_117129977
chr7	multovl	overlap	117161710	117163012	1303	2	1	1	2	XX	chr7_117161710_117163012
chr7	multovl	overlap	117204024	117205033	1010	2	1	1	2	XX	chr7_117204024_117205033
chr7	multovl	overlap	117264519	117265415	897	2	1	1	2	XX	chr7_117264519_117265415
chr7	multovl	overlap	117265444	117265473	30	2	1	1	2	XX	chr7_117265444_117265473
chr7	multovl	overlap	117265541	117267456	1916	2	1	1	2	XX	chr7_117265541_117267456
chr7	multovl	overlap	117307664	117308490	827	2	1	1	2	XX	chr7_117307664_117308490
chr7	multovl	overlap	117364606	117366726	2121	2	1	1	2	XX	chr7_117364606_117366726
chr7	multovl	overlap	117756832	117758026	1195	2	1	1	2	XX	chr7_117756832_117758026
chr7	multovl	overlap	117758450	117759223	774	1	0	1	1	0X	chr7_117758450_117759223
chr7	multovl	overlap	117771053	117773868	2816	2	1	1	2	XX	chr7_117771053_117773868
chr7	multovl	overlap	117987178	117988128	951	2	1	1	2	XX	chr7_117987178_117988128
chr7	multovl	overlap	118171799	118173321	1523	2	1	1	2	XX	chr7_118171799_118173321
chr7	multovl	overlap	118224801	118226582	1782	2	1	1	2	XX	chr7_118224801_118226582
chr7	multovl	overlap	118226712	118227476	765	2	1	1	2	XX	chr7_118226712_118227476
chr7	multovl	overlap	118264942	118266545	1604	2	1	1	2	XX	chr7_118264942_118266545
chr7	multovl	overlap	118922084	118923512	1429	2	1	1	2	XX	chr7_118922084_118923512
chr7	multovl	overlap	119166630	119168373	1744	2	1	1	2	XX	chr7_119166630_119168373
chr7	multovl	overlap	119369314	119371094	1781	2	1	1	2	XX	chr7_119369314_119371094
chr7	multovl	overlap	119570666	119573401	2736	2	1	1	2	XX	chr7_119570666_119573401
chr7	multovl	overlap	119807019	119807742	724	1	0	1	1	0X	chr7_119807019_119807742
chr7	multovl	overlap	119823030	119823817	788	1	1	0	1	X0	chr7_119823030_119823817
chr7	multovl	overlap	119823860	119824943	1084	2	1	1	2	XX	chr7_119823860_119824943
