chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr9	110612144	110612784	641	257	19	62.28	10.08	1.83	110612251	110612551
chr13	96670274	96670604	331	214	9	62.27	12.22	1.83	96670338	96670638
chr2	72876326	72876694	369	124	12	62.27	11.19	1.84	72876300	72876600
chr7	87391111	87391600	490	267	14	62.27	8.56	1.84	87391228	87391528
chr13	34770123	34770617	495	308	12	62.25	11.67	1.84	34770281	34770581
chr15	102268512	102268926	415	277	11	62.25	13.33	1.84	102268639	102268939
chr19	37772138	37772963	826	526	18	62.25	8.63	1.84	37772514	37772814
chr2	166566950	166567407	458	241	17	62.24	7.17	1.85	166567041	166567341
chr13	64262942	64263376	435	302	11	62.23	8.73	1.85	64263094	64263394
chr19	6145040	6145641	602	326	17	62.23	8.38	1.85	6145216	6145516
chr8	123988838	123989439	602	265	17	62.23	8.38	1.85	123988953	123989253
chr12	85856359	85856664	306	130	9	62.22	13.16	1.85	85856339	85856639
chr13	55932867	55933433	567	296	13	62.22	11.41	1.85	55933013	55933313
chr18	9213161	9213811	651	260	17	62.22	7.59	1.85	9213271	9213571
chr8	126797299	126798031	733	426	22	62.22	5.7	1.85	126797575	126797875
chr9	70913199	70913670	472	180	16	62.22	9.17	1.85	70913229	70913529
chr2	157439544	157439983	440	312	13	62.21	10.11	1.85	157439706	157440006
chr5	124981051	124982015	965	218	27	62.21	5.7	1.85	124981119	124981419
chr9	119051649	119052073	425	298	11	62.21	10.23	1.85	119051797	119052097
chr10	128324646	128325081	436	233	10	62.2	12.8	1.85	128324729	128325029
chr13	56352828	56353232	405	277	10	62.2	11.89	1.85	56352955	56353255
chr18	65443827	65444262	436	304	12	62.2	8.8	1.85	65443981	65444281
chr7	48854475	48854910	436	121	12	62.2	11.73	1.85	48854446	48854746
chr9	82868838	82869242	405	311	10	62.2	11.89	1.85	82868999	82869299
chr1	5160365	5160721	357	124	10	62.18	10.48	1.85	5160339	5160639
chr1	137531214	137531688	475	343	14	62.18	13.01	1.85	137531407	137531707
chr15	78503703	78504347	645	336	15	62.18	9.87	1.85	78503889	78504189
chr17	48235903	48236758	856	311	20	62.18	9.78	1.85	48236064	48236364
chr3	87570755	87571313	559	245	15	62.18	13.44	1.85	87570850	87571150
chr8	81146325	81146618	294	162	10	62.18	12.94	1.85	81146337	81146637
chr8	108456098	108456736	639	308	17	62.18	6.67	1.85	108456256	108456556
chr12	79457553	79457778	226	114	8	62.17	13.26	1.85	79457517	79457817
chr17	25854045	25854643	599	286	15	62.17	9.17	1.85	25854181	25854481
chr4	130397354	130397765	412	124	14	62.17	9.46	1.85	130397328	130397628
chr9	63658143	63658615	473	332	13	62.17	10.86	1.85	63658325	63658625
chr10	80394984	80395713	730	126	19	62.16	8.02	1.85	80394960	80395260
chr17	35263048	35263631	584	256	18	62.16	8.25	1.85	35263154	35263454
chr10	90234296	90234636	341	176	10	62.15	13.33	1.85	90234322	90234622
chr12	55505969	55506508	540	349	16	62.15	7.33	1.85	55506168	55506468
chr9	57737899	57738394	496	251	12	62.15	10	1.85	57738000	57738300
chr14	70510504	70511117	614	361	14	62.14	9.17	1.85	70510715	70511015
chr17	5079432	5079987	556	264	16	62.14	11.86	1.85	5079546	5079846
chr1	10029469	10029866	398	271	11	62.13	9.56	1.85	10029590	10029890
chr12	76549866	76550468	603	275	17	62.13	11.52	1.85	76549991	76550291
chr15	72961020	72961671	652	339	16	62.13	7.59	1.85	72961209	72961509
chr4	3856770	3857117	348	144	9	62.13	12.8	1.85	3856764	3857064
chr5	28117417	28117814	398	180	11	62.13	12.75	1.85	28117447	28117747
chr6	26420974	26421321	348	188	9	62.13	14.93	1.85	26421012	26421312
chr8	28788175	28788591	417	292	10	62.13	16.3	1.85	28788317	28788617
chrX	105011524	105011871	348	230	9	62.13	14.93	1.85	105011604	105011904
chr1	167931667	167932095	429	213	10	62.12	12.57	1.85	167931730	167932030
chr14	64597503	64597957	455	187	12	62.12	10.69	1.85	64597540	64597840
chr15	101213120	101213574	455	256	12	62.12	9.17	1.85	101213226	101213526
chr17	9005429	9005813	385	164	10	62.12	13.16	1.85	9005443	9005743
chr18	80692561	80693129	569	236	15	62.12	9.94	1.85	80692647	80692947
chr2	29922612	29923131	520	348	12	62.12	10.48	1.85	29922810	29923110
chr3	148361399	148361710	312	161	12	62.12	10.48	1.85	148361410	148361710
chr11	52105672	52106261	590	333	14	62.09	10.27	1.86	52105855	52106155
chr18	79453556	79454083	528	345	18	62.09	9.17	1.86	79453751	79454051
chr7	16572891	16573797	907	230	25	62.09	6.52	1.86	16572971	16573271
chr9	43921194	43921640	447	248	11	62.09	10.73	1.86	43921292	43921592
chr11	51817664	51818223	560	331	15	62.08	9.78	1.86	51817845	51818145
chr19	46131111	46131753	643	434	19	62.08	8.25	1.86	46131395	46131695
chr3	104479274	104479753	480	304	15	62.08	8.38	1.86	104479428	104479728
chr4	102184166	102184725	560	296	15	62.08	9.78	1.86	102184312	102184612
chr8	108436797	108437186	390	235	11	62.08	14.04	1.86	108436882	108437182
chr10	43868716	43869242	527	201	14	62.07	10.48	1.86	43868767	43869067
chr16	32832829	32833355	527	239	14	62.07	10.48	1.86	32832918	32833218
chr19	24630522	24631063	542	421	17	62.07	10.64	1.86	24630793	24631093
chr4	94645448	94646126	679	351	21	62.07	5.7	1.86	94645649	94645949
chr6	72906250	72906964	715	174	16	62.07	7.8	1.86	72906274	72906574
chr7	125848820	125849550	731	556	19	62.07	9.17	1.86	125849226	125849526
chr9	107535295	107535973	679	495	21	62.07	6.52	1.86	107535640	107535940
chr10	20444678	20445077	400	149	13	62.06	9.17	1.86	20444677	20444977
chr5	29794308	29794938	631	258	16	62.06	8.56	1.86	29794416	29794716
chr8	36008150	36008623	474	200	13	62.06	10.86	1.86	36008200	36008500
chr8	97431892	97432383	492	166	14	62.06	11	1.86	97431908	97432208
chr11	6316147	6316655	509	239	14	62.05	10.11	1.86	6316236	6316536
chr17	12356192	12356700	509	212	14	62.05	8.85	1.86	12356254	12356554
chr7	106275771	106276279	509	306	14	62.05	11.38	1.86	106275927	106276227
chr10	26875013	26875430	418	106	10	62.03	14.26	1.88	26874969	26875269
chr16	49771766	49772194	429	227	12	62.03	10.06	1.88	49771843	49772143
chr2	153355680	153355974	295	131	11	62.03	11.5	1.88	153355661	153355961
chr6	115944644	115945372	729	483	19	62.03	8.85	1.88	115944977	115945277
chr1	173011657	173012005	349	121	9	62.02	14.93	1.88	173011628	173011928
chr10	78215425	78215823	399	219	11	62.02	11.16	1.88	78215494	78215794
chr6	51068843	51069434	592	414	17	62.02	9.17	1.88	51069107	51069407
chr1	16094706	16095285	580	449	15	62.01	7.59	1.87	16095005	16095305
chr2	130249440	130250601	1162	598	40	62.01	6.29	1.88	130249888	130250188
chr4	125936571	125937461	891	379	28	62.01	7.33	1.87	125936800	125937100
chr14	118634020	118634720	701	456	16	62	10.69	1.87	118634326	118634626
chr17	30886140	30886662	523	290	13	62	11.97	1.87	30886280	30886580
chr6	39542389	39543093	705	148	18	62	8.56	1.87	39542387	39542687
chr17	43012496	43012971	476	293	12	61.99	12.75	1.87	43012639	43012939
chr6	124948195	124948867	673	255	16	61.99	7.33	1.87	124948300	124948600
chr7	31319737	31320237	501	293	15	61.99	8.7	1.87	31319880	31320180
chr11	75813376	75813868	493	305	13	61.98	9.87	1.87	75813531	75813831
chr2	29567055	29567492	438	193	12	61.98	11.73	1.87	29567098	29567398
chr5	102927661	102928221	561	285	16	61.98	12.22	1.87	102927796	102928096
chr8	69940182	69940460	279	126	10	61.98	12.22	1.87	69940158	69940458
chr10	79349358	79349973	616	345	14	61.97	9.17	1.87	79349553	79349853
chr16	38304603	38305127	525	269	11	61.97	12.57	1.87	38304722	38305022
chr19	32050420	32050881	462	157	15	61.97	12.6	1.87	32050427	32050727
chr3	154756241	154756872	632	269	16	61.97	8.56	1.87	154756360	154756660
chr1	122072726	122073238	513	268	13	61.96	14.67	1.87	122072844	122073144
chr14	61313153	61313710	558	191	14	61.96	11.07	1.87	61313194	61313494
chr5	149565136	149565526	391	200	11	61.96	14.04	1.87	149565186	149565486
chr6	127513370	127513819	450	333	13	61.96	11.58	1.87	127513553	127513853
chr18	60981019	60981401	383	119	11	61.95	9.17	1.87	60980988	60981288
chr5	116073978	116074539	562	277	12	61.95	13.16	1.87	116074105	116074405
chr5	123920812	123921304	493	214	14	61.95	9.78	1.87	123920876	123921176
chr12	70602591	70603176	586	253	18	61.94	13.75	1.87	70602694	70602994
chr14	65689621	65690162	542	335	16	61.94	8.38	1.87	65689806	65690106
chr2	25104129	25104771	643	298	16	61.94	9.94	1.87	25104277	25104577
chr5	38297791	38298149	359	238	10	61.94	13.97	1.87	38297879	38298179
chr5	120553572	120553845	274	133	12	61.94	10.08	1.87	120553555	120553855
chrX	137133401	137133935	535	247	11	61.94	12.8	1.87	137133498	137133798
chr14	8930490	8931037	548	247	14	61.93	12.22	1.87	8930587	8930887
chr15	61758763	61759506	744	611	17	61.93	8.63	1.87	61759224	61759524
chr17	80879524	80879942	419	249	10	61.93	12.22	1.87	80879623	80879923
chr5	97826475	97826996	522	270	12	61.93	13.97	1.87	97826595	97826895
chr5	138237700	138238118	419	220	10	61.93	14.26	1.87	138237770	138238070
chr9	74851883	74852366	484	288	11	61.93	13.51	1.87	74852021	74852321
chr15	100430535	100430972	438	214	11	61.92	10.48	1.87	100430599	100430899
chr8	117683653	117684276	624	257	15	61.92	10.86	1.87	117683760	117684060
chrX	7250661	7251298	638	296	12	61.92	14.93	1.87	7250807	7251107
chr1	184201638	184202037	400	282	11	61.91	11.16	1.87	184201770	184202070
chr10	80893125	80893830	706	383	17	61.91	9.78	1.87	80893358	80893658
chr15	22508484	22508922	439	127	10	61.91	14.93	1.87	22508461	22508761
chr15	98691868	98692324	457	258	12	61.91	7.64	1.88	98691976	98692276
chr17	27427143	27427581	439	197	10	61.91	14.93	1.87	27427190	27427490
chr3	90268931	90269805	875	271	22	61.91	7.33	1.87	90269052	90269352
chr3	90325456	90325805	350	134	9	61.91	10.67	1.88	90325440	90325740
chr9	7184826	7185175	350	207	10	61.91	14.93	1.88	7184883	7185183
chr1	137043429	137043837	409	279	11	61.9	13.04	1.88	137043558	137043858
chr11	69118879	69119306	428	191	14	61.9	13.44	1.88	69118920	69119220
chr11	100180925	100181352	428	127	13	61.9	13.44	1.88	100180902	100181202
chr18	36025927	36026354	428	298	14	61.9	12.22	1.88	36026075	36026375
chr2	173413356	173413890	535	327	13	61.9	9.17	1.88	173413533	173413833
chr10	61573189	61573861	673	130	16	61.89	10	1.88	61573169	61573469
chr7	150645432	150646092	661	368	15	61.89	8.63	1.88	150645650	150645950
chr8	109817886	109818357	472	166	11	61.89	13.16	1.87	109817902	109818202
chr11	116918399	116918837	439	117	12	61.88	11.73	1.87	116918366	116918666
chr5	112757050	112757611	562	361	15	61.88	8.56	1.87	112757261	112757561
chr7	25988264	25989000	737	485	20	61.88	7.33	1.87	25988599	25988899
chr5	98445525	98446169	645	276	19	61.87	8.25	1.87	98445651	98445951
chr6	83725361	83726117	757	445	19	61.87	8.28	1.87	83725656	83725956
chr7	106235074	106236020	947	641	23	61.87	9.43	1.87	106235565	106235865
chr9	61326721	61327236	516	349	19	61.87	7.33	1.87	61326920	61327220
chr1	173224509	173225038	530	399	17	61.86	9.17	1.87	173224758	173225058
chr10	44826415	44826721	307	147	12	61.86	12.22	1.87	44826412	44826712
chr7	26031379	26031892	514	218	13	61.86	11.73	1.87	26031447	26031747
chr9	20987692	20988218	527	335	15	61.86	10.31	1.87	20987877	20988177
chr1	75176744	75177109	366	130	12	61.85	11	1.87	75176724	75177024
chr14	62299644	62300625	982	693	29	61.85	7.33	1.87	62300187	62300487
chr8	93431992	93432489	498	155	11	61.85	13.87	1.87	93431997	93432297
chr9	95306293	95306841	549	259	12	61.85	12.83	1.87	95306402	95306702
chr4	130143063	130143556	494	129	14	61.84	8.56	1.87	130143042	130143342
chr1	75188136	75188964	829	537	22	61.83	7.33	1.87	75188523	75188823
chr2	168255002	168255607	606	301	17	61.83	11.52	1.87	168255153	168255453
chr4	107650330	107650927	598	253	13	61.83	10.23	1.87	107650433	107650733
chr5	143647031	143647737	707	437	18	61.83	8.56	1.87	143647318	143647618
chr7	126065741	126066346	606	436	17	61.83	7.33	1.87	126066027	126066327
chr8	124807926	124808468	543	362	16	61.83	8.38	1.87	124808138	124808438
chr9	63579179	63579885	707	119	18	61.83	6.11	1.87	63579148	63579448
chr10	21187960	21188696	737	495	22	61.82	5.7	1.87	21188305	21188605
chr10	119914044	119914483	440	272	10	61.82	12.8	1.88	119914166	119914466
chr12	21322075	21322481	407	173	12	61.82	12.22	1.88	21322098	21322398
chr12	107422682	107423121	440	113	10	61.82	10.67	1.88	107422645	107422945
chr4	139172251	139172826	576	129	17	61.82	8.89	1.87	139172230	139172530
chrX	70770971	70771410	440	131	10	61.82	12.8	1.88	70770952	70771252
chr2	166883735	166884259	525	334	13	61.81	10.48	1.88	166883919	166884219
chr9	61874205	61874841	637	238	15	61.81	8.3	1.88	61874293	61874593
chr12	112511723	112512670	948	320	23	61.79	6.29	1.88	112511893	112512193
chr15	58884356	58884765	410	128	11	61.79	11.41	1.88	58884334	58884634
chr13	31892979	31893612	634	338	16	61.78	9.78	1.88	31893167	31893467
chr2	158620540	158621007	468	295	12	61.78	10.92	1.88	158620685	158620985
chr9	122481145	122481876	732	187	18	61.78	10.11	1.88	122481182	122481482
chr1	44596575	44596822	248	125	8	61.77	17.07	1.92	44596550	44596850
chr1	71705277	71705533	257	129	8	61.77	17.07	1.92	71705256	71705556
chr10	28486308	28486560	253	127	8	61.77	17.07	1.92	28486285	28486585
chr12	6464321	6464576	256	129	8	61.77	17.07	1.92	6464300	6464600
chr12	115046004	115046257	254	128	8	61.77	17.07	1.92	115045982	115046282
chr13	58258667	58259312	646	364	19	61.77	9.17	1.92	58258881	58259181
chr17	52301672	52302221	550	265	12	61.77	12.83	1.92	52301787	52302087
chr19	52778587	52778833	247	124	8	61.77	17.07	1.92	52778561	52778861
chr2	145961275	145961515	241	121	8	61.77	17.07	1.92	145961246	145961546
chr2	156905182	156905711	530	294	14	61.77	7.86	1.92	156905326	156905626
chr4	140659510	140660165	656	377	16	61.77	10.11	1.88	140659737	140660037
chr6	63178152	63178420	269	149	8	61.77	14.93	1.92	63178151	63178451
chr7	124164111	124164352	242	122	8	61.77	17.07	1.92	124164083	124164383
chr12	112910528	112911055	528	133	15	61.76	9.17	1.92	112910511	112910811
chr14	55050896	55051449	554	211	16	61.76	8.41	1.92	55050957	55051257
chr9	60535689	60536394	706	273	20	61.76	7.33	1.92	60535812	60536112
chr1	52290255	52290647	393	133	13	61.75	14.4	1.92	52290238	52290538
chr12	66176431	66176732	302	116	9	61.75	14.67	1.92	66176397	66176697
chr2	90780242	90780746	505	375	13	61.75	8.63	1.92	90780467	90780767
chr17	84172137	84172586	450	127	14	61.73	10	1.92	84172114	84172414
chr18	15221239	15222022	784	552	19	61.73	8.56	1.92	15221641	15221941
chr17	47839728	47840365	638	452	16	61.72	8.3	1.93	47840030	47840330
chr9	61674094	61674679	586	297	16	61.71	9.03	1.93	61674241	61674541
chr9	114422753	114423151	399	282	10	61.71	9.65	1.93	114422885	114423185
chr17	27228005	27228701	697	383	18	61.69	7.21	1.93	27228238	27228538
chr17	47931044	47931445	402	126	11	61.69	11.16	1.93	47931020	47931320
chr2	155458629	155459214	586	291	13	61.69	11.67	1.93	155458770	155459070
chr15	66976884	66977539	656	212	28	61.68	8.31	1.93	66976946	66977246
chr17	84545087	84545661	575	192	19	61.68	7.33	1.93	84545129	84545429
chr7	57014403	57014898	496	247	13	61.68	11.28	1.93	57014500	57014800
chr9	121551864	121552266	403	130	13	61.68	9.17	1.93	121551844	121552144
chr15	100036273	100036803	531	341	14	61.67	9.17	1.93	100036464	100036764
chr17	56156783	56157590	808	272	21	61.66	7.33	1.93	56156905	56157205
chr2	158568150	158568464	315	165	12	61.66	9.43	1.93	158568165	158568465
chr5	35864312	35864741	430	238	13	61.66	8.56	1.93	35864400	35864700
chr1	173217647	173218261	615	485	17	61.65	9.46	1.93	173217982	173218282
chr19	6015292	6016292	1001	235	26	61.65	7.15	1.93	6015377	6015677
chr4	133898902	133899637	736	298	16	61.65	7.97	1.93	133899050	133899350
chr10	127058281	127059101	821	484	26	61.64	5.87	1.93	127058615	127058915
chr2	156547389	156548052	664	452	16	61.64	10.06	1.93	156547691	156547991
chr9	106051082	106051676	595	330	14	61.64	10.27	1.93	106051262	106051562
chr16	92301330	92301701	372	167	14	61.63	9.17	1.93	92301347	92301647
chr1	22540070	22540532	463	336	11	61.62	12.83	1.93	22540256	22540556
chr8	97651904	97652441	538	343	14	61.62	9.17	1.93	97652097	97652397
chr9	61304501	61305240	740	269	19	61.62	8.38	1.93	61304620	61304920
chr10	24756809	24757188	380	117	10	61.61	16.5	1.93	24756776	24757076
chr16	25178076	25178379	304	195	10	61.61	11.73	1.93	25178121	25178421
chr8	32232893	32233278	386	141	11	61.6	12.22	1.93	32232884	32233184
chr1	135314880	135315337	458	128	15	61.59	9.91	1.93	135314858	135315158
chr15	30814447	30814877	431	108	11	61.59	8.53	1.93	30814405	30814705
chr4	153687655	153687965	311	125	9	61.59	13.16	1.93	153687630	153687930
chr6	116571266	116571618	353	224	9	61.58	12.8	1.93	116571340	116571640
chr10	12457594	12458110	517	295	13	61.57	11.73	1.93	12457739	12458039
chr11	120502930	120503761	832	471	23	61.57	7.33	1.93	120503251	120503551
chr12	86113577	86114182	606	283	16	61.57	8.15	1.93	86113710	86114010
chr2	158548502	158549462	961	323	23	61.57	6.42	1.93	158548675	158548975
chr7	30092444	30093328	885	228	21	61.57	10.31	1.93	30092522	30092822
chr1	133874073	133874706	634	345	14	61.56	9.36	1.93	133874268	133874568
chr12	104605896	104606465	570	231	16	61.56	6.57	1.93	104605977	104606277
chr2	164315716	164316140	425	299	12	61.55	9.87	1.93	164315865	164316165
chr5	66587083	66587524	442	315	12	61.55	10.27	1.93	66587248	66587548
chr8	11707877	11708247	371	229	11	61.55	11.73	1.93	11707956	11708256
chr8	119153983	119154336	354	238	10	61.55	10.23	1.93	119154071	119154371
chr7	135087907	135088580	674	386	18	61.54	8.38	1.93	135088143	135088443
chr9	66358221	66358719	499	258	16	61.53	8.63	1.93	66358329	66358629
chr1	16654932	16655547	616	309	13	61.52	15.71	1.93	16655091	16655391
chr10	41797185	41797648	464	208	11	61.52	14.67	1.93	41797243	41797543
chr10	79390397	79390924	528	366	13	61.52	10.48	1.93	79390613	79390913
chr8	47116378	47116649	272	150	10	61.52	11.78	1.93	47116378	47116678
chr1	59538217	59538853	637	125	17	61.51	7.33	1.93	59538192	59538492
chr5	76732677	76732948	272	119	8	61.51	14.93	1.93	76732646	76732946
chr12	4880880	4881364	485	329	15	61.5	7.33	1.93	4881059	4881359
chr14	14206466	14206846	381	207	10	61.5	11	1.93	14206523	14206823
chr14	70211977	70212428	452	260	14	61.5	11.11	1.93	70212087	70212387
chr15	78278143	78278634	492	134	15	61.5	7.44	1.93	78278127	78278427
chr16	17760774	17761174	401	193	10	61.5	13.51	1.93	17760817	17761117
chr2	155457868	155458248	381	227	11	61.5	12.83	1.93	155457945	155458245
chr11	101303240	101303947	708	316	16	61.49	10.86	1.93	101303406	101303706
chr19	55890692	55890995	304	164	9	61.49	12.83	1.93	55890706	55891006
chr2	14698773	14699076	304	176	9	61.49	14.67	1.93	14698799	14699099
chr5	64896367	64897014	648	288	16	61.49	12.43	1.93	64896505	64896805
chr6	38041940	38042392	453	161	11	61.49	14.31	1.93	38041951	38042251
chr4	153385572	153386069	498	350	13	61.48	8.46	1.93	153385772	153386072
chr6	114443569	114443812	244	123	11	61.48	9.84	1.93	114443542	114443842
chr6	145694542	145695044	503	378	12	61.48	13.33	1.93	145694770	145695070
chr10	94366093	94366610	518	183	13	61.47	7.33	1.92	94366126	94366426
chr12	10193512	10193865	354	232	9	61.47	10.67	1.93	10193594	10193894
chr2	153418988	153419505	518	389	13	61.47	8.8	1.92	153419227	153419527
chr2	164648257	164648965	709	265	20	61.47	7.33	1.93	164648372	164648672
chr3	89190505	89191187	683	396	17	61.47	7.86	1.93	89190751	89191051
chr3	90313129	90313691	563	343	13	61.47	11.16	1.93	90313322	90313622
chr3	132334751	132335104	354	117	9	61.47	14.93	1.93	132334718	132335018
chr7	149005958	149006329	372	253	10	61.46	10.73	1.93	149006061	149006361
chr1	137326748	137327432	685	373	21	61.45	6.52	1.93	137326971	137327271
chr11	44431588	44432164	577	283	19	61.45	8.15	1.93	44431721	44432021
chr3	90035198	90035967	770	326	25	61.45	8.8	1.93	90035374	90035674
chr11	105897927	105898479	553	252	14	61.44	12.22	1.93	105898029	105898329
chr15	72794190	72794757	568	319	12	61.44	13.16	1.93	72794359	72794659
chr7	30857500	30858024	525	393	18	61.44	8.96	1.93	30857743	30858043
chr9	65539645	65540197	553	266	14	61.44	8.15	1.93	65539761	65540061
chr10	41272501	41273195	695	399	19	61.43	7.55	1.93	41272750	41273050
chr8	122757000	122757609	610	479	18	61.43	8.38	1.93	122757329	122757629
chr19	44437839	44438476	638	306	16	61.42	12.22	1.93	44437995	44438295
chr4	10953276	10953773	498	188	14	61.41	8.56	1.93	10953314	10953614
chr13	107736737	107737570	834	430	30	61.4	5	1.93	107737017	107737317
chr18	39635466	39636012	547	243	16	61.4	10.48	1.93	39635559	39635859
chr19	42365866	42366829	964	315	31	61.4	7.71	1.93	42366031	42366331
chr2	30214039	30214750	712	118	19	61.4	8.56	1.93	30214007	30214307
chr9	57349527	57350060	534	221	17	61.4	10.08	1.93	57349598	57349898
chr9	118961909	118962304	396	193	11	61.4	14.04	1.93	118961952	118962252
chrX	166407610	166408738	1129	241	32	61.4	6.02	1.93	166407701	166408001
chr4	34847950	34848331	382	213	10	61.39	12.83	1.94	34848013	34848313
chr7	128125052	128125555	504	250	12	61.39	11.67	1.94	128125152	128125452
chr7	133975547	133975898	352	146	12	61.39	10.48	1.94	133975543	133975843
chrX	99268880	99269275	396	275	12	61.39	10.48	1.94	99269005	99269305
chr15	82806529	82807340	812	271	22	61.38	7.72	1.94	82806650	82806950
chr17	31177325	31177702	378	125	15	61.38	8.15	1.94	31177300	31177600
chr7	4866413	4866964	552	215	13	61.38	9.36	1.94	4866478	4866778
chr8	72680458	72681024	567	336	15	61.38	9.78	1.94	72680644	72680944
chr2	174153110	174153628	519	286	13	61.37	8.8	1.94	174153246	174153546
chr1	82287900	82288254	355	226	10	61.36	14.93	1.93	82287976	82288276
chr10	83238519	83238873	355	224	9	61.36	12.8	1.93	83238593	83238893
chr5	23181257	23182006	750	503	18	61.36	9.01	1.93	23181610	23181910
chrX	139267676	139268030	355	237	9	61.36	12.8	1.93	139267763	139268063
chr11	66772316	66772726	411	250	12	61.35	8.15	1.93	66772416	66772716
chr11	73012449	73013134	686	231	21	61.35	7.33	1.93	73012530	73012830
chr9	23027356	23027910	555	246	12	61.34	11	1.93	23027452	23027752
chr5	115015266	115015731	466	281	11	61.33	11	1.93	115015397	115015697
chr5	136379656	136380136	481	317	13	61.33	13.58	1.93	136379823	136380123
chr6	117191294	117191664	371	178	13	61.33	8.38	1.93	117191322	117191622
chr7	133513944	133514582	639	339	16	61.33	7.33	1.93	133514133	133514433
chr17	8047274	8047791	518	333	11	61.31	14.26	1.93	8047457	8047757
chr17	21982539	21983037	499	184	14	61.31	12.22	1.93	21982573	21982873
chr8	15028902	15029334	433	163	14	61.31	9.78	1.93	15028915	15029215
chr4	119949628	119950267	640	356	18	61.3	8.92	1.93	119949834	119950134
chr7	134331670	134332447	778	198	18	61.3	8	1.93	134331718	134332018
chr11	68849257	68849684	428	247	17	61.29	7.33	1.93	68849354	68849654
chr11	120087766	120088333	568	351	15	61.29	6.11	1.93	120087967	120088267
chr4	82159030	82159432	403	256	10	61.29	9.65	1.93	82159136	82159436
chr7	29600837	29601772	936	544	33	61.29	8.46	1.93	29601231	29601531
chr15	66932703	66933320	618	360	21	61.28	6.6	1.93	66932913	66933213
chr18	12426848	12427261	414	133	10	61.28	11.89	1.93	12426831	12427131
chr11	113545695	113546181	487	259	16	61.27	10.48	1.93	113545804	113546104
chr13	55931995	55932488	494	210	12	61.27	13.04	1.93	55932055	55932355
chr13	115608091	115608577	487	295	15	61.27	8.38	1.93	115608236	115608536
chr8	117358223	117358722	500	303	13	61.27	11.28	1.93	117358376	117358676
chr6	83744581	83745404	824	433	28	61.26	6.11	1.93	83744864	83745164
chr7	74596195	74596871	677	361	18	61.26	8.38	1.93	74596406	74596706
chr1	36747961	36748647	687	364	21	61.25	11.41	1.93	36748175	36748475
chr10	27444126	27444481	356	130	9	61.25	14.93	1.93	27444106	27444406
chr11	72302963	72303660	698	112	18	61.25	8	1.93	72302925	72303225
chr13	51490774	51491328	555	278	14	61.25	9.51	1.93	51490902	51491202
chr15	74581942	74582550	609	373	15	61.25	9.17	1.93	74582165	74582465
chr19	38736505	38736860	356	120	9	61.25	14.93	1.93	38736475	38736775
chr19	58147660	58148024	365	186	10	61.25	8.73	1.93	58147696	58147996
chr3	5576024	5576379	356	236	9	61.25	12.8	1.93	5576110	5576410
chr18	13132143	13132932	790	344	19	61.24	7.33	1.93	13132337	13132637
chr18	69632140	69632513	374	250	10	61.24	12.52	1.93	69632240	69632540
chr5	118605109	118605708	600	342	16	61.24	9.17	1.93	118605301	118605601
chr7	139990102	139990643	542	228	13	61.24	9.17	1.93	139990180	139990480
chr1	120355752	120356587	836	592	22	61.23	5.5	1.93	120356194	120356494
chr18	75856648	75857361	714	447	18	61.23	8.56	1.93	75856945	75857245
chr8	125248970	125249581	612	313	17	61.23	6.29	1.93	125249133	125249433
chr11	116988509	116988936	428	181	12	61.22	9.87	1.94	116988540	116988840
chr4	104806138	104806654	517	300	15	61.22	10	1.94	104806288	104806588
chr6	38501084	38501511	428	316	12	61.22	8.46	1.94	38501250	38501550
chr11	98354272	98354895	624	301	18	61.21	7.72	1.94	98354423	98354723
chr14	26546565	26546935	371	251	12	61.21	12.22	1.94	26546666	26546966
chr16	94791900	94792429	530	256	12	61.21	12.22	1.94	94792006	94792306
chr4	21606078	21606522	445	267	11	61.21	12.22	1.94	21606195	21606495
chr7	147324054	147324583	530	303	12	61.21	10.48	1.94	147324207	147324507
chr8	116053803	116054152	350	223	9	61.21	16.76	1.94	116053876	116054176
chr1	121374246	121374749	504	302	14	61.2	9.86	1.94	121374398	121374698
chr1	156464964	156465341	378	119	14	61.2	9.24	1.93	156464933	156465233
chr1	164670390	164670846	457	330	15	61.2	11.17	1.93	164670570	164670870
chr1	193297021	193297547	527	228	15	61.2	9.02	1.93	193297099	193297399
chr10	20119852	20120356	505	152	14	61.2	8.64	1.93	20119854	20120154
chr10	121017790	121018221	432	250	14	61.2	8.45	1.93	121017890	121018190
chr10	121484802	121485352	551	133	15	61.2	9.43	1.93	121484785	121485085
chr11	51893655	51894065	411	134	15	61.2	10.05	1.93	51893639	51893939
chr11	61301124	61301692	569	285	14	61.2	9.74	1.93	61301259	61301559
chr11	83104879	83105396	518	274	14	61.2	8.86	1.94	83105003	83105303
chr11	86171523	86172022	500	359	14	61.2	8.56	1.93	86171732	86172032
chr11	94994623	94995163	541	165	14	61.2	10.58	1.93	94994638	94994938
chr11	97397416	97397881	466	129	14	61.2	10.25	1.93	97397395	97397695
chr12	39506499	39506974	476	356	14	61.2	9.31	1.93	39506705	39507005
chr12	86311425	86311950	526	146	14	61.2	9	1.93	86311421	86311721
chr12	87320982	87321449	468	133	15	61.2	11.44	1.93	87320965	87321265
chr12	106774214	106774671	458	129	14	61.2	10.08	1.94	106774193	106774493
