peak_chr	peak_start	peak_end	gene_name	gene_class	distance
chr9	107215188	107215913	HEMK1:NM_133984	core_assigned_peak	13499
chr9	107220575	107221031	HEMK1:NM_133984	core_assigned_peak	8381
chr9	107227131	107227965	HEMK1:NM_133984	core_assigned_peak	1447
chr9	110170928	110171360	2610002I17RIK:NM_001081381	core_assigned_peak	33835
chr9	114953454	114954089	OSBPL10:NM_148958	core_assigned_peak	19807
chr9	119798234	119798546	TTC21A:NM_028735	core_assigned_peak	45677
chr9	121223201	121223915	TRAK1:NM_175114	core_assigned_peak	49660
chr9	121240483	121240958	TRAK1:NM_175114	core_assigned_peak	32617
chr9	121269367	121270608	TRAK1:NM_175114	core_assigned_peak	2967
chr9	121584126	121584684	VIPR1:NM_011703	core_assigned_peak	2054
chr9	121852046	121852730	C730027P07RIK:NM_177743	core_assigned_peak	6621
chr9	20440675	20441631	FBXL12:NM_013911:NM_001002846	core_assigned_peak	599
chr9	32367976	32368685	FLI1:NM_008026	core_assigned_peak	16523
chr9	36989059	36989659	PKNOX2:NM_001029838:NM_148950	core_assigned_peak	31660
chr9	43839174	43840041	THY1:NM_009382	core_assigned_peak	8925
chr9	44373253	44374020	CXCR5:NM_007551	core_assigned_peak	36249
chr9	45082116	45082818	IL10RA:NM_008348	core_assigned_peak	2387
chr9	57815974	57816643	SEMA7A:NM_011352	core_assigned_peak	5302
chr9	57817286	57818082	SEMA7A:NM_011352	core_assigned_peak	6614
chr9	57819569	57820753	SEMA7A:NM_011352	core_assigned_peak	8897
chr9	57838388	57839270	SEMA7A:NM_011352	core_assigned_peak	27716
chr9	64639133	64639773	DENND4A:NM_001162917	core_assigned_peak	16544
chr9	64645277	64646081	DENND4A:NM_001162917	core_assigned_peak	10236
chr9	65399860	65400709	PLEKHO2:NM_153119	core_assigned_peak	1481
chr9	70834284	70835558	LIPC:NM_008280	core_assigned_peak	49169
chr9	7742447	7743284	TMEM123:NM_133739	core_assigned_peak	18292
chr9	7810772	7811125	TMEM123:NM_133739	core_assigned_peak	16440
chr9	81708073	81708551	4930486G11RIK:NM_175213	core_assigned_peak	46299
chr9	8692977	8693858	TRPC6:NM_013838	core_assigned_peak	12236
chr9	98444456	98444989	NR_029444:NR_029444	core_assigned_peak	16541
chrX	163064597	163065153	EGFL6:NM_019397	core_assigned_peak	38449
chr10	110976806	110977432	PHLDA1:NM_009344	non-core_gene_assigned_peak	33464
chr10	120925363	120926275	RASSF3:NM_138956	non-core_gene_assigned_peak	12057
chr10	120982044	120982658	TBK1:NM_019786	non-core_gene_assigned_peak	41191
chr10	18601750	18602408	PERP:NM_022032	non-core_gene_assigned_peak	36873
chr10	20832399	20833049	MYB:NM_010848	non-core_gene_assigned_peak	47740
chr10	21295441	21296139	1700020N01RIK:NR_027968	non-core_gene_assigned_peak	16811
chr10	23790776	23791096	TAAR8A:NM_001010830	non-core_gene_assigned_peak	5209
chr10	39882946	39883560	SLC16A10:NM_001114332:NM_028247	non-core_gene_assigned_peak	20886
chr10	39884815	39885055	SLC16A10:NM_001114332:NM_028247	non-core_gene_assigned_peak	22755
chr10	41764180	41764861	ARMC2:NM_001034858	non-core_gene_assigned_peak	25992
chr10	43582054	43582446	QRSL1:NM_001081054	non-core_gene_assigned_peak	39095
chr10	44980278	44980900	POPDC3:NM_024286	non-core_gene_assigned_peak	28210
chr10	58716264	58716992	ANKRD57:NM_172939	non-core_gene_assigned_peak	31594
chr10	59394969	59395599	DDIT4:NM_029083	non-core_gene_assigned_peak	18918
chr10	59436812	59437794	DDIT4:NM_029083	non-core_gene_assigned_peak	22294
chr10	59630808	59632290	CHST3:NM_016803	non-core_gene_assigned_peak	49717
chr10	62005980	62006641	2510003E04RIK:NM_028197	non-core_gene_assigned_peak	34563
chr10	62016123	62017228	2510003E04RIK:NM_028197	non-core_gene_assigned_peak	23976
chr10	67044434	67044985	ADO:NM_001005419	non-core_gene_assigned_peak	32731
chr10	68176972	68177388	TMEM26:NM_177794	non-core_gene_assigned_peak	9105
chr10	74909110	74909547	UPB1:NM_133995	non-core_gene_assigned_peak	39331
chr10	77554946	77556144	ICOSL:NM_015790	non-core_gene_assigned_peak	22833
chr10	77568131	77568890	ICOSL:NM_015790	non-core_gene_assigned_peak	36018
chr10	77611704	77612488	D10JHU81E:NM_138601	non-core_gene_assigned_peak	20024
chr10	77883353	77884145	CSTB:NM_007793	non-core_gene_assigned_peak	4269
chr10	77944515	77945164	PDXK:NM_172134	non-core_gene_assigned_peak	16822
chr10	79621822	79622285	CIRBP:NM_007705	non-core_gene_assigned_peak	8300
chr10	80590108	80590649	ZBTB7A:NM_010731	non-core_gene_assigned_peak	8366
chr10	80895014	80896275	NFIC:NM_026756:NM_008688	non-core_gene_assigned_peak	5096
chr10	81016451	81017195	AES:NM_010347	non-core_gene_assigned_peak	5109
chr10	86099800	86100268	NR_015572:NR_015572	non-core_gene_assigned_peak	48003
chr10	90644034	90645067	TMPO:NM_001080132:NM_001080130:NM_001080129:NM_001080131:NM_001080134:NM_011605	non-core_gene_assigned_peak	9707
chr10	93378643	93379328	METAP2:NM_019648	non-core_gene_assigned_peak	24696
chr10	9625773	9626480	STXBP5:NM_001081344	non-core_gene_assigned_peak	4935
chr1	107852423	107852961	ZCCHC2:NM_001122676:NM_001122675	non-core_gene_assigned_peak	34021
chr1	107863872	107864410	ZCCHC2:NM_001122676:NM_001122675	non-core_gene_assigned_peak	22572
chr11	100637163	100637535	GHDC:NM_031871	non-core_gene_assigned_peak	4892
chr11	101556635	101557802	ARL4D:NM_025404	non-core_gene_assigned_peak	29780
chr11	101786777	101787396	MEOX1:NM_010791	non-core_gene_assigned_peak	31109
chr11	106169420	106170006	CD79B:NM_008339	non-core_gene_assigned_peak	5836
chr11	106822795	106823570	KPNA2:NM_010655	non-core_gene_assigned_peak	37268
chr11	11421813	11422444	RP23-311O20.1:NM_028669	non-core_gene_assigned_peak	32544
chr11	116583148	116583850	ST6GALNAC2:NM_009180	non-core_gene_assigned_peak	27174
chr11	116954045	116954562	AL627205.4:NR_027059	non-core_gene_assigned_peak	15948
chr11	117807613	117808342	SOCS3:NM_007707	non-core_gene_assigned_peak	22337
chr11	118289177	118290289	C1QTNF1:NM_019959	non-core_gene_assigned_peak	4877
chr11	118320303	118320902	ENGASE:NM_172573	non-core_gene_assigned_peak	17371
chr11	119450470	119451043	RPTOR:NM_028898	non-core_gene_assigned_peak	13265
chr11	20422600	20423399	SERTAD2:NM_021372:NM_001038625	non-core_gene_assigned_peak	19856
chr11	20778624	20779158	1110067D22RIK:NM_173752	non-core_gene_assigned_peak	47513
chr11	21300608	21301013	UGP2:NM_139297	non-core_gene_assigned_peak	29726
chr1	121353840	121354447	INHBB:NM_008381	non-core_gene_assigned_peak	35015
chr11	22376937	22377260	TMEM17:NM_153596	non-core_gene_assigned_peak	35025
chr1	132371421	132372038	CD55:NM_010016	non-core_gene_assigned_peak	12104
chr11	33933997	33934860	LCP2:NM_010696	non-core_gene_assigned_peak	12340
chr1	134238176	134239232	NUAK2:NM_028778	non-core_gene_assigned_peak	25461
chr11	34659713	34660118	CCDC99:NM_027411	non-core_gene_assigned_peak	12570
chr1	134749569	134750307	LRRN2:NM_010732	non-core_gene_assigned_peak	26624
chr1	135786546	135787506	OPTC:NM_001160421:NM_054076:NM_001160420:NM_001160422	non-core_gene_assigned_peak	17069
chr1	13583242	13584037	TRAM1:NM_028173	non-core_gene_assigned_peak	3297
chr1	135959352	135960308	BTG2:NM_007570	non-core_gene_assigned_peak	15423
chr1	135963606	135964636	BTG2:NM_007570	non-core_gene_assigned_peak	11095
chr1	135989796	135990204	BTG2:NM_007570	non-core_gene_assigned_peak	14064
chr1	13757067	13757319	GM5138:NR_004447	non-core_gene_assigned_peak	19690
chr1	137685068	137685743	TNNI1:NM_021467:NM_001112702	non-core_gene_assigned_peak	10254
chr11	43171932	43172820	MMU-MIR-146A:NR_029558	non-core_gene_assigned_peak	15142
chr11	44208768	44209547	IL12B:NM_008352	non-core_gene_assigned_peak	4017
chr11	45661168	45661757	CLINT1:NM_001045520	non-core_gene_assigned_peak	3708
chr1	14741244	14741850	MSC:NM_010827	non-core_gene_assigned_peak	4196
chr11	49593939	49594468	GFPT2:NM_013529	non-core_gene_assigned_peak	13188
chr11	51696862	51697758	PHF15:NM_199299	non-core_gene_assigned_peak	25879
chr11	51749446	51750160	CDKN2AIPNL:NM_029976	non-core_gene_assigned_peak	30972
chr11	51756560	51757216	CDKN2AIPNL:NM_029976	non-core_gene_assigned_peak	23916
chr11	51763386	51764002	CDKN2AIPNL:NM_029976	non-core_gene_assigned_peak	17130
chr11	53300712	53301205	ANKRD43:NM_183173	non-core_gene_assigned_peak	7015
chr11	53308545	53309189	ANKRD43:NM_183173	non-core_gene_assigned_peak	14848
chr11	53457469	53457961	IL13:NM_008355	non-core_gene_assigned_peak	9265
chr11	5412347	5412963	XBP1:NM_013842	non-core_gene_assigned_peak	8006
chr1	155039045	155039304	LAMC2:NM_008485	non-core_gene_assigned_peak	5468
chr1	156897969	156898924	IER5:NM_010500	non-core_gene_assigned_peak	47841
chr11	57447578	57448269	GALNT10:NM_134189	non-core_gene_assigned_peak	10674
chr11	59440943	59441851	OLFR225:NM_001011740	non-core_gene_assigned_peak	14475
chr1	16050110	16050568	RPL7:NM_011291	non-core_gene_assigned_peak	43945
chr11	61416206	61416611	EPN2:NM_010148	non-core_gene_assigned_peak	23053
chr1	161954355	161955230	4930523C07RIK:NR_028111:NM_001162896	non-core_gene_assigned_peak	19280
chr1	163694786	163695507	FASL:NM_010177	non-core_gene_assigned_peak	23118
chr1	163826198	163826717	AI848100:NM_172645	non-core_gene_assigned_peak	19406
chr11	66920551	66921291	MYH3:NM_001099635	non-core_gene_assigned_peak	28749
chr1	167519159	167519708	MPZL1:NM_001083897:NM_001001880	non-core_gene_assigned_peak	44963
chr11	70072284	70072839	ALOX12:NM_007440	non-core_gene_assigned_peak	3441
chr11	72151801	72152670	TEKT1:NM_011569	non-core_gene_assigned_peak	22711
chr1	173481256	173482083	CD244:NM_018729	non-core_gene_assigned_peak	7240
chr1	173741217	173741559	CD84:NM_013489	non-core_gene_assigned_peak	29150
chr11	75790357	75790724	1700016K19RIK:NM_198637	non-core_gene_assigned_peak	22689
chr1	179396910	179397995	ZFP238:NM_001012330:NM_013915	non-core_gene_assigned_peak	22118
chr11	79552011	79553129	MMU-MIR-365-2:NR_029959	non-core_gene_assigned_peak	12109
chr1	182129387	182130219	CABC1:NM_001163290:NM_023341	non-core_gene_assigned_peak	3236
chr1	182804930	182805844	LEFTY2:NM_177099	non-core_gene_assigned_peak	17405
chr1	182859163	182859531	LEFTY1:NM_010094	non-core_gene_assigned_peak	5638
chr11	82891415	82892194	SLFN2:NM_011408	non-core_gene_assigned_peak	12801
chr11	82905769	82905960	SLFN1:NM_011407	non-core_gene_assigned_peak	24386
chr1	183156888	183157320	WDR26:NM_145514	non-core_gene_assigned_peak	14779
chr1	183158093	183159039	WDR26:NM_145514	non-core_gene_assigned_peak	15984
chr1	183455779	183456617	CCDC121:NM_207280	non-core_gene_assigned_peak	14197
chr1	183782501	183783033	LBR:NM_133815	non-core_gene_assigned_peak	9969
chr1	183783229	183784051	LBR:NM_133815	non-core_gene_assigned_peak	10697
chr1	183790526	183791407	LBR:NM_133815	non-core_gene_assigned_peak	17994
chr11	83948874	83949222	TADA2L:NM_172562	non-core_gene_assigned_peak	5804
chr1	184013508	184014054	SRP9:NM_012058	non-core_gene_assigned_peak	40813
chr1	184648683	184649128	4922505E12RIK:NM_001033547	non-core_gene_assigned_peak	30182
chr11	84996116	84997051	1700125H20RIK:NM_028589	non-core_gene_assigned_peak	11518
chr11	85738676	85739318	TBX4:NM_011536:NM_172798	non-core_gene_assigned_peak	35111
chr11	86199018	86200074	MED13:NM_001080931	non-core_gene_assigned_peak	27991
chr11	86647490	86647920	DHX40:NM_026191	non-core_gene_assigned_peak	26328
chr11	87562728	87564030	MMU-MIR-142:NR_029555	non-core_gene_assigned_peak	6335
chr11	88046928	88048195	MRPS23:NM_024174	non-core_gene_assigned_peak	29008
chr1	190878090	190878677	KCTD3:NM_172650	non-core_gene_assigned_peak	46371
chr1	193050459	193050886	ATF3:NM_007498	non-core_gene_assigned_peak	43247
chr11	94387326	94387854	MYCBPAP:NM_170671	non-core_gene_assigned_peak	4510
chr11	94594083	94595094	RP23-290B5.1:NM_001105561	non-core_gene_assigned_peak	27401
chr11	95190032	95190746	FAM117A:NM_172543	non-core_gene_assigned_peak	7585
chr11	95382504	95383301	NXPH3:NM_130858	non-core_gene_assigned_peak	6625
chr11	96722961	96723893	MMU-MIR-152:NR_029562	non-core_gene_assigned_peak	11254
chr11	97052148	97052748	KPNB1:NM_008379	non-core_gene_assigned_peak	2942
chr11	97453310	97453909	P140:NM_018873	non-core_gene_assigned_peak	16870
chr11	98200744	98201841	PPP1R1B:NM_144828	non-core_gene_assigned_peak	8210
chr11	99029299	99030081	CCR7:NM_007719	non-core_gene_assigned_peak	12908
chr12	101322384	101322992	PSMC1:NM_008947	non-core_gene_assigned_peak	27548
chr12	101326344	101327105	PSMC1:NM_008947	non-core_gene_assigned_peak	23435
chr12	101337201	101337688	PSMC1:NM_008947	non-core_gene_assigned_peak	12852
chr12	105595853	105596630	SERPINA3K:NM_011458	non-core_gene_assigned_peak	19157
chr12	106834972	106836183	BDKRB1:NM_007539	non-core_gene_assigned_peak	6117
chr12	107200919	107201282	VRK1:NM_011705:NM_001029844:NM_001029843	non-core_gene_assigned_peak	47190
chr1	21091713	21092511	TRAM2:NM_133252:NM_177409	non-core_gene_assigned_peak	22407
chr12	110312952	110313667	BEGAIN:NM_001163175	non-core_gene_assigned_peak	6525
chr12	110328172	110328808	BEGAIN:NM_001163175	non-core_gene_assigned_peak	21745
chr12	110679358	110679986	DLK1:NM_010052	non-core_gene_assigned_peak	11446
chr12	112221604	112222506	ANKRD9:NM_175207	non-core_gene_assigned_peak	4373
chr12	112272037	112272379	RCOR1:NM_198023	non-core_gene_assigned_peak	5629
chr12	114685454	114686115	ADAM6B:NM_001009545	non-core_gene_assigned_peak	41660
chr12	114741204	114741507	ADAM6B:NM_001009545	non-core_gene_assigned_peak	13428
chr12	118518247	118518831	MMU-MIR-153:NR_029563	non-core_gene_assigned_peak	28957
chr12	25252454	25252860	GRHL1:NM_001161406:NM_145890	non-core_gene_assigned_peak	4291
chr12	25328975	25329564	KLF11:NM_178357	non-core_gene_assigned_peak	6671
chr12	32897523	32898111	PIK3CG:NM_001146201:NM_020272:NM_001146200	non-core_gene_assigned_peak	4009
chr12	36772573	36773406	TSPAN13:NM_025359	non-core_gene_assigned_peak	3508
chr12	36934072	36934692	1700108M19RIK:NM_027699	non-core_gene_assigned_peak	10096
chr1	23727031	23727540	B3GAT2:NM_172124	non-core_gene_assigned_peak	41224
chr1	23727856	23728494	B3GAT2:NM_172124	non-core_gene_assigned_peak	40270
chr12	56117791	56118245	BAZ1A:NM_013815	non-core_gene_assigned_peak	30468
chr12	56120006	56121165	BAZ1A:NM_013815	non-core_gene_assigned_peak	32683
chr12	56490298	56491270	PSMA6:NM_011968	non-core_gene_assigned_peak	8541
chr12	56522860	56523515	PSMA6:NM_011968	non-core_gene_assigned_peak	23048
chr12	56523607	56524060	PSMA6:NM_011968	non-core_gene_assigned_peak	23795
chr12	56547318	56548449	NFKBIA:NM_010907	non-core_gene_assigned_peak	45184
chr12	70490183	70490927	ARF6:NM_007481	non-core_gene_assigned_peak	17046
chr12	70640235	70640837	GM71:NM_001033236	non-core_gene_assigned_peak	43177
chr12	71241558	71242034	NIN:NM_001081453:NM_008697	non-core_gene_assigned_peak	28646
chr12	72070724	72071260	PSMA3:NM_011184	non-core_gene_assigned_peak	4349
chr12	81190913	81191592	ZFP36L1:NM_007564	non-core_gene_assigned_peak	22407
chr12	81788792	81789142	NM_001177503:NM_001177503	non-core_gene_assigned_peak	4445
chr12	81835313	81835871	GM1568:NM_001008423	non-core_gene_assigned_peak	25830
chr12	81841182	81841794	GM1568:NM_001008423	non-core_gene_assigned_peak	19907
chr12	82094563	82095113	SLC10A1:NM_011387:NM_001177561	non-core_gene_assigned_peak	25497
chr12	85262767	85263350	2410016O06RIK:NM_023633	non-core_gene_assigned_peak	28207
chr12	86770907	86771939	FOS:NM_010234	non-core_gene_assigned_peak	42911
chr12	86861846	86862512	FOS:NM_010234	non-core_gene_assigned_peak	46995
chr12	88219314	88219791	6430527G18RIK:NM_145836	non-core_gene_assigned_peak	5972
chr12	88229244	88229958	6430527G18RIK:NM_145836	non-core_gene_assigned_peak	3480
chr13	104147001	104147494	MAST4:NM_175171	non-core_gene_assigned_peak	22429
chr13	112083505	112084142	ACTBL2:NM_175497	non-core_gene_assigned_peak	38284
chr13	112436402	112436794	MIER3:NM_172593	non-core_gene_assigned_peak	39591
chr13	113987933	113988624	ESM1:NM_023612	non-core_gene_assigned_peak	11242
chr13	12653915	12654615	ERO1LB:NM_026184	non-core_gene_assigned_peak	3534
chr13	18523115	18523537	POU6F2:NM_175006	non-core_gene_assigned_peak	49242
chr13	22142511	22143368	HIST1H2BJ:NM_178198	non-core_gene_assigned_peak	7412
chr13	29049670	29050605	SOX4:NM_009238	non-core_gene_assigned_peak	4119
chr13	29083970	29084477	SOX4:NM_009238	non-core_gene_assigned_peak	38419
chr13	34775637	34776390	1300014I06RIK:NM_025831	non-core_gene_assigned_peak	31087
chr13	34796568	34797081	FAM50B:NM_138746	non-core_gene_assigned_peak	34429
chr13	40837113	40837860	TCFAP2A:NM_001122948:NM_011547	non-core_gene_assigned_peak	7921
chr13	43594182	43594560	RANBP9:NM_019930	non-core_gene_assigned_peak	17840
chr13	43598621	43599329	RANBP9:NM_019930	non-core_gene_assigned_peak	22279
chr13	43860313	43861404	CD83:NM_009856	non-core_gene_assigned_peak	19071
chr1	34459319	34459784	CCDC115:NM_027159	non-core_gene_assigned_peak	36732
chr1	34491725	34492100	CCDC115:NM_027159	non-core_gene_assigned_peak	4416
chr13	45564734	45565606	GMPR:NM_025508	non-core_gene_assigned_peak	37231
chr1	34567434	34567847	PRSS39:NM_009355	non-core_gene_assigned_peak	12159
chr13	47092586	47093183	NHLRC1:NM_175340	non-core_gene_assigned_peak	17035
chr13	49090295	49090820	NR_015601:NR_015601	non-core_gene_assigned_peak	26814
chr13	51257097	51258053	NXNL2:NM_029173	non-core_gene_assigned_peak	8340
chr13	52816762	52817437	NR_027893:NR_027893	non-core_gene_assigned_peak	35136
chr13	52888733	52889395	NR_027893:NR_027893	non-core_gene_assigned_peak	36159
chr13	58168787	58169494	MMU-MIR-874:NR_030544	non-core_gene_assigned_peak	44226
chr13	58545168	58545559	HNRNPK:NM_025279	non-core_gene_assigned_peak	41291
chr13	64288042	64288827	HABP4:NM_019986	non-core_gene_assigned_peak	24868
chr13	73409182	73409702	IRX4:NM_018885	non-core_gene_assigned_peak	11237
chr13	75935807	75936510	GLRX:NM_053108	non-core_gene_assigned_peak	40823
chr13	84325340	84325807	TMEM161B:NM_175187:NR_029419:NR_029418	non-core_gene_assigned_peak	36093
chr13	94317469	94317996	JMY:NM_021310	non-core_gene_assigned_peak	47825
chr1	39792606	39793472	AC119809.2:NM_001145660	non-core_gene_assigned_peak	14772
chr13	99449269	99450160	TMEM171:NM_001025606	non-core_gene_assigned_peak	14625
chr13	99715384	99715878	TNPO1:NM_001048267:NM_178716	non-core_gene_assigned_peak	19045
chr1	40186076	40186576	IL1R2:NM_010555	non-core_gene_assigned_peak	44463
chr14	103874509	103875213	SCEL:NM_022886	non-core_gene_assigned_peak	37344
chr14	103886101	103886599	SCEL:NM_022886	non-core_gene_assigned_peak	25958
chr14	115416827	115417350	MMU-MIR-19A:NR_029785	non-core_gene_assigned_peak	25542
chr14	118662414	118663053	NM_001101609:NM_001101609	non-core_gene_assigned_peak	3326
chr14	122472550	122473291	AC164315.1:NR_015586	non-core_gene_assigned_peak	32904
chr14	122559851	122560763	CLYBL:NM_029556	non-core_gene_assigned_peak	20152
chr14	31439577	31440477	PRKCD:NM_011103	non-core_gene_assigned_peak	16079
chr14	31454728	31455411	RFT1:NM_177815	non-core_gene_assigned_peak	12149
chr14	31458070	31458590	RFT1:NM_177815	non-core_gene_assigned_peak	8970
chr14	32886760	32887675	DPH3:NM_172254:NM_001047433	non-core_gene_assigned_peak	11175
chr14	34281424	34282093	MAPK8:NM_016700	non-core_gene_assigned_peak	21080
chr1	43954614	43955499	TPP2:NM_009418	non-core_gene_assigned_peak	35352
chr14	48238557	48238962	KTN1:NM_008477	non-core_gene_assigned_peak	44468
chr14	51600716	51601345	PNP2:NM_001123371	non-core_gene_assigned_peak	24900
chr14	51618060	51618578	RNASE10:NM_001162863:NM_029145	non-core_gene_assigned_peak	8847
chr14	54846913	54847541	DAD1:NM_001113358:NM_010015	non-core_gene_assigned_peak	26062
chr14	54850559	54851396	DAD1:NM_001113358:NM_010015	non-core_gene_assigned_peak	22207
chr14	55099275	55099994	REM2:NM_080726	non-core_gene_assigned_peak	4338
chr1	45845409	45845634	WDR75:NM_028599	non-core_gene_assigned_peak	6711
chr14	60015655	60016206	NM_001164289:NM_001164289	non-core_gene_assigned_peak	3306
chr14	65763856	65764369	EXTL3:NM_018788	non-core_gene_assigned_peak	46913
chr14	69835909	69836383	NKX3-1:NM_010921	non-core_gene_assigned_peak	27160
chr14	71249729	71250347	GFRA2:NM_008115	non-core_gene_assigned_peak	39589
chr14	71283801	71284553	GFRA2:NM_008115	non-core_gene_assigned_peak	5383
chr14	73808017	73808638	ITM2B:NM_008410	non-core_gene_assigned_peak	22939
chr14	78729998	78730852	TNFSF11:NM_011613	non-core_gene_assigned_peak	22148
chr14	79680070	79680744	1190002H23RIK:NM_025427	non-core_gene_assigned_peak	20697
chr15	101206108	101206788	KRT80:NM_028770	non-core_gene_assigned_peak	5552
chr15	102207720	102208082	SP7:NM_130458	non-core_gene_assigned_peak	11018
chr15	103088715	103089277	NFE2:NM_008685	non-core_gene_assigned_peak	2868
chr1	51565796	51566374	OBFC2A:NM_028696	non-core_gene_assigned_peak	30553
chr1	54642149	54642691	PGAP1:NM_001163314	non-core_gene_assigned_peak	27623
chr15	51781787	51782190	RAD21:NM_009009	non-core_gene_assigned_peak	41115
chr15	5211870	5212780	PTGER4:NM_001136079:NM_008965	non-core_gene_assigned_peak	18039
chr15	57731027	57731426	DERL1:NM_024207	non-core_gene_assigned_peak	7054
chr15	57804243	57804970	FAM83A:NM_173862	non-core_gene_assigned_peak	12487
chr15	57806933	57808811	FAM83A:NM_173862	non-core_gene_assigned_peak	8646
chr15	72333603	72334444	KCNK9:NM_001033876	non-core_gene_assigned_peak	42264
chr15	74734775	74735338	2010109I03RIK:NM_025929	non-core_gene_assigned_peak	22641
chr15	74736524	74737277	2010109I03RIK:NM_025929	non-core_gene_assigned_peak	24390
chr15	74751536	74752137	LY6E:NM_001164037:NM_001164039:NM_001164038:NM_001164036:NM_008529:NM_001164040	non-core_gene_assigned_peak	33343
chr15	74765501	74766163	LY6E:NM_001164037:NM_001164039:NM_001164038:NM_001164036:NM_008529:NM_001164040	non-core_gene_assigned_peak	19317
chr15	74766964	74767517	LY6E:NM_001164037:NM_001164039:NM_001164038:NM_001164036:NM_008529:NM_001164040	non-core_gene_assigned_peak	17963
chr15	74792883	74793560	LY6E:NM_001164037:NM_001164039:NM_001164038:NM_001164036:NM_008529:NM_001164040	non-core_gene_assigned_peak	7402
chr15	75868425	75869214	FAM83H:NM_001168253:NM_134087	non-core_gene_assigned_peak	23659
chr15	77733301	77733927	TXN2:NM_019913	non-core_gene_assigned_peak	25496
chr15	81108262	81109073	MCHR1:NM_145132	non-core_gene_assigned_peak	42333
chr15	81344329	81345294	RBX1:NM_019712	non-core_gene_assigned_peak	47583
chr15	81392337	81392833	EP300:NM_177821	non-core_gene_assigned_peak	23810
chr15	81671998	81672417	TOB2:NM_020507	non-core_gene_assigned_peak	16338
chr15	81885400	81886118	AC102176.1:NM_001166475	non-core_gene_assigned_peak	3462
chr15	82247529	82248436	CYP2D10:NM_010005	non-core_gene_assigned_peak	9905
chr15	82806423	82807361	NFAM1:NM_028728	non-core_gene_assigned_peak	46206
chr15	82909196	82909775	SERHL:NM_023475	non-core_gene_assigned_peak	20859
chr15	82926373	82927007	SERHL:NM_023475	non-core_gene_assigned_peak	3627
chr15	84362876	84363340	LDOC1L:NM_177630	non-core_gene_assigned_peak	24912
chr15	84370674	84371313	LDOC1L:NM_177630	non-core_gene_assigned_peak	16939
chr15	84423839	84424500	LDOC1L:NM_177630	non-core_gene_assigned_peak	35586
chr15	91473833	91475083	LRRK2:NM_025730	non-core_gene_assigned_peak	28571
chr1	59304297	59304916	CDK15:NM_001033373	non-core_gene_assigned_peak	8834
chr15	96305025	96305549	SFRS2IP:NM_028148	non-core_gene_assigned_peak	13751
chr15	96538371	96539181	SLC38A2:NM_175121	non-core_gene_assigned_peak	8242
chr15	98871596	98872426	TUBA1C:NM_009448	non-core_gene_assigned_peak	11274
chr15	99415189	99415955	AQP5:NM_009701	non-core_gene_assigned_peak	5503
chr15	99720959	99721650	LIMA1:NM_023063:NM_001113545	non-core_gene_assigned_peak	15072
chr1	60924792	60925607	CTLA4:NM_009843	non-core_gene_assigned_peak	40261
chr16	19263426	19263721	OLFR164:NM_146451	non-core_gene_assigned_peak	23112
chr16	30008264	30008838	GM1968:NM_001033403	non-core_gene_assigned_peak	29054
chr16	30009537	30010213	GM1968:NM_001033403	non-core_gene_assigned_peak	30327
chr16	30034888	30035610	HES1:NM_008235	non-core_gene_assigned_peak	29832
chr16	30060332	30061766	HES1:NM_008235	non-core_gene_assigned_peak	3676
chr16	30098989	30099531	HES1:NM_008235	non-core_gene_assigned_peak	33546
chr16	30227265	30227964	CPN2:NM_027904	non-core_gene_assigned_peak	39653
chr16	30624832	30625180	FAM43A:NM_177632	non-core_gene_assigned_peak	25023
chr16	30646398	30646774	FAM43A:NM_177632	non-core_gene_assigned_peak	46589
chr16	31393438	31393736	BDH1:NM_175177:NM_001122683	non-core_gene_assigned_peak	28646
chr16	31643357	31644057	DLG1:NM_007862	non-core_gene_assigned_peak	20067
chr16	32520174	32520902	ZDHHC19:NM_199309	non-core_gene_assigned_peak	23807
chr16	32703573	32704153	MUC4:NM_080457	non-core_gene_assigned_peak	31818
chr16	50632724	50633124	CCDC54:NM_027046	non-core_gene_assigned_peak	41457
chr16	55949035	55949600	CEP97:NM_028815:NM_001159364:NM_001159365:NM_001159366	non-core_gene_assigned_peak	14074
chr16	57243381	57243903	TBC1D23:NM_026254	non-core_gene_assigned_peak	11802
chr16	57246593	57247588	TBC1D23:NM_026254	non-core_gene_assigned_peak	15014
chr16	65124509	65124953	HTR1F:NM_008310	non-core_gene_assigned_peak	18899
chr16	87507320	87508342	CCT8:NM_009840	non-core_gene_assigned_peak	11206
chr16	87654237	87654870	BACH1:NM_007520	non-core_gene_assigned_peak	44328
chr16	87671573	87671848	BACH1:NM_007520	non-core_gene_assigned_peak	27350
chr16	90122488	90123149	NR_033476:NR_033476	non-core_gene_assigned_peak	19332
chr16	91348867	91349352	IFNAR2:NM_001110498:NM_010509	non-core_gene_assigned_peak	23675
chr16	92019331	92020028	SLC5A3:NM_017391	non-core_gene_assigned_peak	38538
chr16	92038251	92038692	SLC5A3:NM_017391	non-core_gene_assigned_peak	19874
chr16	93358280	93358693	MMU-MIR-802:NR_030429	non-core_gene_assigned_peak	11271
chr16	94571595	94572274	TTC3:NM_009441	non-core_gene_assigned_peak	20071
chr16	95231601	95232212	KCNJ6:NM_001025584:NM_010606:NM_001025590:NM_001025585	non-core_gene_assigned_peak	12298
chr16	96308477	96308941	BRWD1:NM_145125:NM_001103179:NM_176928	non-core_gene_assigned_peak	4442
